airfoil,reynolds,alpha_deg,run_id,cl,cd,cm,cl_cd_ratio,flow_regime,stalled,transition_pt_chord
NACA-0006,50000,-1.5,run_04,-0.1905,0.02483,-0.0485,-7.67,laminar,false,0.8687
NACA-0006,50000,-1.0,run_01,-0.1182,0.01896,-0.049,-6.235,laminar,false,0.8725
NACA-0006,50000,-1.0,run_02,-0.1266,0.01976,-0.049,-6.408,laminar,false,
NACA-0006,50000,-1.0,run_03,-0.1248,0.02148,-0.049,-5.812,laminar,false,0.8725
NACA-0006,50000,-1.0,run_04,-0.0983,0.02042,-0.049,-4.816,laminar,false,0.8725
NACA-0006,50000,-0.5,run_01,-0.0685,0.015,-0.0495,-4.566,laminar,false,0.8762
NACA-0006,50000,-0.5,run_02,-0.0308,0.01619,-0.0495,-1.905,laminar,false,0.8762
NACA-0006,50000,-0.5,run_03,-0.0597,0.01604,-0.0495,-3.722,laminar,false,0.8762
NACA-0006,50000,-0.5,run_04,-0.0793,0.01686,-0.0495,-4.702,laminar,false,0.8762
NACA-0006,50000,0.0,run_01,0.0228,0.01301,-0.05,1.755,laminar,false,0.88
NACA-0006,50000,0.0,run_02,-0.023,0.01129,-0.05,-2.037,laminar,false,0.88
NACA-0006,50000,0.0,run_03,0.0241,0.01258,-0.05,1.917,laminar,false,0.88
NACA-0006,50000,0.0,run_04,-0.0088,0.01355,-0.05,-0.647,laminar,false,0.88
NACA-0006,50000,0.5,run_01,0.0378,0.00895,-0.0505,4.219,laminar,false,0.8762
NACA-0006,50000,0.5,run_02,0.0574,0.01028,-0.0505,5.582,laminar,false,0.8762
NACA-0006,50000,0.5,run_03,0.056,0.01041,-0.0505,5.381,laminar,false,0.8762
NACA-0006,50000,0.5,run_04,0.0528,0.0108,-0.0505,4.891,laminar,false,0.8762
NACA-0006,50000,1.0,run_01,0.1079,0.00837,-0.051,12.888,laminar,false,0.8725
NACA-0006,50000,1.0,run_02,0.1083,0.00856,-0.051,12.642,laminar,false,0.8725
NACA-0006,50000,1.0,run_03,0.1177,0.00697,-0.051,16.887,laminar,false,0.8725
NACA-0006,50000,1.0,run_04,0.1008,0.00655,-0.051,15.393,laminar,false,0.8725
NACA-0006,50000,1.5,run_01,0.1459,0.00635,-0.0515,22.981,laminar,false,0.8687
NACA-0006,50000,1.5,run_02,0.1615,0.00695,-0.0515,23.232,laminar,false,0.8687
NACA-0006,50000,1.5,run_03,0.1554,0.0083,-0.0515,18.72,laminar,false,0.8687
NACA-0006,50000,1.5,run_04,0.16,0.00755,-0.0515,21.19,laminar,false,0.8687
NACA-0006,50000,2.0,run_01,0.2281,0.00699,-0.052,32.617,laminar,false,0.865
NACA-0006,50000,2.0,run_02,0.2329,0.0056,-0.052,41.561,laminar,false,0.865
NACA-0006,50000,2.0,run_03,0.2292,0.00632,-0.052,36.266,laminar,false,0.865
NACA-0006,50000,2.0,run_04,0.2118,0.00549,-0.052,38.598,laminar,false,0.865
NACA-0006,50000,2.5,run_01,0.2487,0.00702,-0.0525,35.44,laminar,false,0.8612
NACA-0006,50000,2.5,run_02,0.2866,0.00724,-0.0525,39.568,laminar,false,0.8612
NACA-0006,50000,2.5,run_03,0.2825,0.00533,-0.0525,53.018,laminar,false,0.8612
NACA-0006,50000,2.5,run_04,0.275,0.00688,-0.0525,39.954,laminar,false,0.8612
NACA-0006,50000,3.0,run_01,0.3317,0.00753,-0.053,44.028,laminar,false,0.8575
NACA-0006,50000,3.0,run_02,0.3353,0.00912,-0.053,36.754,laminar,false,0.8575
NACA-0006,50000,3.0,run_03,0.3283,0.00774,-0.053,42.419,laminar,false,0.8575
NACA-0006,50000,3.0,run_04,0.3389,0.00841,-0.053,40.316,laminar,false,0.8575
NACA-0006,50000,3.5,run_01,0.38,0.00966,-0.0535,39.335,laminar,false,0.8537
NACA-0006,50000,3.5,run_02,0.363,0.01013,-0.0535,35.838,laminar,false,0.8537
NACA-0006,50000,3.5,run_03,0.3596,0.00845,-0.0535,42.556,laminar,false,0.8537
NACA-0006,50000,3.5,run_04,0.3811,0.00865,-0.0535,44.078,laminar,false,0.8537
NACA-0006,50000,4.0,run_01,0.4545,0.01142,-0.054,39.781,laminar,false,0.85
NACA-0006,50000,4.0,run_02,0.4389,0.0136,-0.054,32.275,laminar,false,0.85
NACA-0006,50000,4.0,run_03,0.4319,0.0118,-0.054,36.597,laminar,false,0.85
NACA-0006,50000,4.0,run_04,0.4372,0.0131,-0.054,33.374,laminar,false,0.85
NACA-0006,50000,4.5,run_01,0.4956,0.01707,-0.0545,29.039,laminar,false,0.8462
NACA-0006,50000,4.5,run_02,0.4809,0.01631,-0.0545,29.486,laminar,false,0.8462
NACA-0006,50000,4.5,run_03,0.4707,0.01663,-0.0545,28.299,laminar,false,0.8462
NACA-0006,50000,4.5,run_04,0.5062,0.01449,-0.0545,34.929,laminar,false,
NACA-0006,50000,5.0,run_01,0.5363,0.02103,-0.055,25.507,laminar,false,0.8425
NACA-0006,50000,5.0,run_02,0.5309,0.02055,-0.055,25.842,laminar,false,0.8425
NACA-0006,50000,5.0,run_03,0.5499,0.02044,-0.055,26.901,laminar,false,0.8425
NACA-0006,50000,5.0,run_04,0.539,0.02098,-0.055,25.69,laminar,false,0.8425
NACA-0006,50000,5.5,run_01,0.597,0.02479,-0.0555,24.084,laminar,false,0.8387
NACA-0006,50000,5.5,run_02,0.591,0.02541,-0.0555,23.258,laminar,false,0.8387
NACA-0006,50000,5.5,run_03,0.6119,0.02545,-0.0555,24.047,laminar,false,0.8387
NACA-0006,50000,5.5,run_04,0.6057,0.02547,-0.0555,23.78,laminar,false,0.8387
NACA-0006,50000,6.0,run_01,0.6583,0.02862,-0.056,23.001,laminar,false,0.835
NACA-0006,50000,6.0,run_02,0.6728,0.03045,-0.056,22.093,laminar,false,0.835
NACA-0006,50000,6.0,run_03,0.6457,0.02905,-0.056,22.229,laminar,false,0.835
NACA-0006,50000,6.0,run_04,0.6656,0.03013,-0.056,22.089,laminar,false,0.835
NACA-0006,50000,6.5,run_01,0.7253,0.03765,-0.0565,19.267,laminar,false,0.8312
NACA-0006,50000,6.5,run_02,0.7064,0.03523,-0.0565,20.049,laminar,false,0.8312
NACA-0006,50000,6.5,run_03,0.7127,0.03625,-0.0565,19.662,laminar,false,0.8312
NACA-0006,50000,6.5,run_04,0.7149,0.03682,-0.0565,19.416,laminar,false,0.8312
NACA-0006,50000,7.0,run_01,0.7793,0.04358,-0.057,17.881,laminar,false,0.8275
NACA-0006,50000,7.0,run_02,0.7615,0.04264,-0.057,17.858,laminar,false,0.8275
NACA-0006,50000,7.0,run_03,0.7772,0.04283,-0.057,18.145,laminar,false,0.8275
NACA-0006,50000,7.0,run_04,0.7699,0.043,-0.057,17.903,laminar,false,0.8275
NACA-0006,50000,7.5,run_01,0.8115,0.05166,-0.0575,15.708,laminar,false,0.8237
NACA-0006,50000,7.5,run_02,0.8465,0.0531,-0.0575,15.941,laminar,false,0.8237
NACA-0006,50000,7.5,run_03,0.8191,0.05076,-0.0575,16.135,laminar,false,0.8237
NACA-0006,50000,7.5,run_04,0.8197,0.05332,-0.0575,15.375,laminar,false,0.8237
NACA-0006,50000,8.0,run_01,0.8594,0.06089,-0.058,14.114,laminar,false,0.82
NACA-0006,50000,8.0,run_02,0.8798,0.05998,-0.058,14.667,laminar,false,0.82
NACA-0006,50000,8.0,run_03,0.8612,0.06059,-0.058,14.214,laminar,false,0.82
NACA-0006,50000,8.0,run_04,0.8818,0.05986,-0.058,14.731,laminar,false,0.82
NACA-0006,50000,8.5,run_01,0.9188,0.07126,-0.0585,12.895,laminar,false,0.8162
NACA-0006,50000,8.5,run_02,0.9613,0.06983,-0.0585,13.765,laminar,false,0.8162
NACA-0006,50000,8.5,run_03,0.912,0.0698,-0.0585,13.065,laminar,false,0.8162
NACA-0006,50000,8.5,run_04,0.9109,0.06978,-0.0585,13.053,laminar,false,0.8162
NACA-0006,50000,9.0,run_01,0.9833,0.0791,-0.059,12.431,laminar,false,0.8125
NACA-0006,50000,9.0,run_02,0.9746,0.07963,-0.059,12.238,laminar,false,0.8125
NACA-0006,50000,9.0,run_03,0.9842,0.07913,-0.059,12.437,laminar,false,0.8125
NACA-0006,50000,9.0,run_04,0.9891,0.08024,-0.059,12.326,laminar,false,0.8125
NACA-0006,50000,9.5,run_01,1.0451,0.09127,-0.0595,11.451,laminar,false,0.8087
NACA-0006,50000,9.5,run_02,1.0563,0.09053,-0.0595,11.667,laminar,false,0.8087
NACA-0006,50000,9.5,run_03,1.0448,0.0913,-0.0595,11.443,laminar,false,
NACA-0006,50000,9.5,run_04,1.0324,0.09054,-0.0595,11.403,laminar,false,0.8087
NACA-0006,50000,10.0,run_01,0.6985,0.11122,-0.06,6.28,turbulent,true,0.805
NACA-0006,50000,10.0,run_02,0.7114,0.11082,-0.06,6.42,turbulent,true,0.805
NACA-0006,50000,10.0,run_03,0.7021,0.11193,-0.06,6.272,turbulent,true,0.805
NACA-0006,50000,10.0,run_04,0.7058,0.11084,-0.06,6.368,turbulent,true,0.805
NACA-0006,50000,10.5,run_01,0.6645,0.13721,-0.0605,4.843,turbulent,true,0.8012
NACA-0006,50000,10.5,run_02,0.6641,0.13703,-0.0605,4.846,turbulent,true,0.8012
NACA-0006,50000,10.5,run_03,0.6602,0.13642,-0.0605,4.84,turbulent,true,0.8012
NACA-0006,50000,10.5,run_04,0.6358,0.13767,-0.0605,4.618,turbulent,true,0.8012
NACA-0006,50000,11.0,run_01,0.6063,0.16334,-0.061,3.712,turbulent,true,0.7975
NACA-0006,50000,11.0,run_02,0.6203,0.16479,-0.061,3.765,turbulent,true,0.7975
NACA-0006,50000,11.0,run_03,0.6204,0.16377,-0.061,3.788,turbulent,true,0.7975
NACA-0006,50000,11.0,run_04,0.6231,0.16435,-0.061,3.791,turbulent,true,0.7975
NACA-0006,50000,11.5,run_01,0.5994,0.1921,-0.0615,3.12,turbulent,true,0.7937
NACA-0006,50000,11.5,run_02,0.5556,0.19177,-0.0615,2.897,turbulent,true,0.7937
NACA-0006,50000,11.5,run_03,0.557,0.1917,-0.0615,2.906,turbulent,true,0.7937
NACA-0006,50000,11.5,run_04,0.5597,0.19327,-0.0615,2.896,turbulent,true,0.7937
NACA-0006,50000,12.0,run_01,0.5544,0.22289,-0.062,2.487,turbulent,true,0.79
NACA-0006,50000,12.0,run_02,0.5515,0.224,-0.062,2.462,turbulent,true,0.79
NACA-0006,50000,12.0,run_03,0.5406,0.22393,-0.062,2.414,turbulent,true,0.79
NACA-0006,50000,12.0,run_04,0.5487,0.22494,-0.062,2.439,turbulent,true,0.79
NACA-0006,50000,12.5,run_01,0.5291,0.25786,-0.0625,2.052,turbulent,true,0.7862
NACA-0006,50000,12.5,run_02,0.4981,0.25595,-0.0625,1.946,turbulent,true,0.7862
NACA-0006,50000,12.5,run_03,0.5175,0.25498,-0.0625,2.03,turbulent,true,0.7862
NACA-0006,50000,12.5,run_04,0.5087,0.25409,-0.0625,2.002,turbulent,true,0.7862
NACA-0006,50000,13.0,run_01,0.4817,0.28641,-0.063,1.682,turbulent,true,0.7825
NACA-0006,50000,13.0,run_02,0.4607,0.28675,-0.063,1.606,turbulent,true,0.7825
NACA-0006,50000,13.0,run_03,0.5095,0.28652,-0.063,1.778,turbulent,true,0.7825
NACA-0006,50000,13.0,run_04,0.4844,0.28638,-0.063,1.691,turbulent,true,0.7825
NACA-0006,50000,13.5,run_01,0.4604,0.32041,-0.0635,1.437,turbulent,true,0.7787
NACA-0006,50000,13.5,run_02,0.449,0.32136,-0.0635,1.397,turbulent,true,0.7787
NACA-0006,50000,13.5,run_03,0.4355,0.31934,-0.0635,1.364,turbulent,true,0.7787
NACA-0006,50000,13.5,run_04,0.4439,0.32306,-0.0635,1.374,turbulent,true,0.7787
NACA-0006,50000,14.0,run_01,0.4472,0.3572,-0.064,1.252,turbulent,true,0.775
NACA-0006,50000,14.0,run_02,0.4376,0.35856,-0.064,1.22,turbulent,true,0.775
NACA-0006,50000,14.0,run_03,0.4236,0.3571,-0.064,1.186,turbulent,true,0.775
NACA-0006,50000,14.0,run_04,0.4126,0.35633,-0.064,1.158,turbulent,true,0.775
NACA-0006,50000,14.5,run_01,0.4217,0.3922,-0.0645,1.075,turbulent,true,0.7712
NACA-0006,50000,14.5,run_02,0.3954,0.39434,-0.0645,1.003,turbulent,true,0.7712
NACA-0006,50000,14.5,run_03,0.3826,0.39123,-0.0645,0.978,turbulent,true,0.7712
NACA-0006,50000,14.5,run_04,0.4134,0.39288,-0.0645,1.052,turbulent,true,0.7712
NACA-0006,50000,15.0,run_01,0.3848,0.43017,-0.065,0.895,turbulent,true,0.7675
NACA-0006,50000,15.0,run_02,0.3754,0.42961,-0.065,0.874,turbulent,true,0.7675
NACA-0006,50000,15.0,run_03,0.3701,0.4312,-0.065,0.858,turbulent,true,0.7675
NACA-0006,50000,15.0,run_04,0.3921,0.43072,-0.065,0.91,turbulent,true,0.7675
NACA-0006,50000,15.5,run_01,0.3487,0.4698,-0.0655,0.742,turbulent,true,0.7637
NACA-0006,50000,15.5,run_02,0.3412,0.47051,-0.0655,0.725,turbulent,true,0.7637
NACA-0006,50000,15.5,run_03,0.3505,0.46793,-0.0655,0.749,turbulent,true,0.7637
NACA-0006,50000,15.5,run_04,0.3392,0.46848,-0.0655,0.724,turbulent,true,0.7637
NACA-0006,50000,16.0,run_01,0.3287,0.5091,-0.066,0.646,turbulent,true,0.76
NACA-0006,50000,16.0,run_02,0.3251,0.50866,-0.066,0.639,turbulent,true,0.76
NACA-0006,50000,16.0,run_03,0.3465,0.51046,-0.066,0.679,turbulent,true,0.76
NACA-0006,50000,16.0,run_04,0.3119,0.5091,-0.066,0.613,turbulent,true,0.76
NACA-0006,50000,16.5,run_01,0.291,0.5516,-0.0665,0.528,turbulent,true,0.7562
NACA-0006,50000,16.5,run_02,0.3179,0.55042,-0.0665,0.578,turbulent,true,0.7562
NACA-0006,50000,16.5,run_03,0.298,0.55112,-0.0665,0.541,turbulent,true,0.7562
NACA-0006,50000,16.5,run_04,0.3015,0.55198,-0.0665,0.546,turbulent,true,0.7562
NACA-0006,50000,17.0,run_01,0.2981,0.59327,-0.067,0.502,turbulent,true,0.7525
NACA-0006,50000,17.0,run_02,0.3037,0.59277,-0.067,0.512,turbulent,true,0.7525
NACA-0006,50000,17.0,run_03,0.2963,0.59271,-0.067,0.5,turbulent,true,0.7525
NACA-0006,50000,17.0,run_04,0.3185,0.59156,-0.067,0.538,turbulent,true,0.7525
NACA-0006,50000,17.5,run_01,0.289,0.63505,-0.0675,0.455,turbulent,true,0.7487
NACA-0006,50000,17.5,run_02,0.2653,0.63683,-0.0675,0.417,turbulent,true,0.7487
NACA-0006,50000,17.5,run_03,0.2743,0.63758,-0.0675,0.43,turbulent,true,0.7487
NACA-0006,50000,17.5,run_04,0.2655,0.63591,-0.0675,0.418,turbulent,true,0.7487
NACA-0006,50000,18.0,run_01,0.2677,0.68014,-0.068,0.394,turbulent,true,0.745
NACA-0006,50000,18.0,run_02,0.2553,0.68132,-0.068,0.375,turbulent,true,0.745
NACA-0006,50000,18.0,run_03,0.2733,0.68055,-0.068,0.402,turbulent,true,0.745
NACA-0006,50000,18.0,run_04,0.2529,0.68174,-0.068,0.371,turbulent,true,0.745
NACA-0006,50000,18.5,run_01,0.2312,0.72463,-0.0685,0.319,turbulent,true,0.7412
NACA-0006,50000,18.5,run_02,0.2297,0.72413,-0.0685,0.317,turbulent,true,0.7412
NACA-0006,50000,18.5,run_03,0.2358,0.72496,-0.0685,0.325,turbulent,true,0.7412
NACA-0006,50000,18.5,run_04,0.2415,0.72519,-0.0685,0.333,turbulent,true,0.7412
NACA-0006,50000,19.0,run_01,0.2303,0.77248,-0.069,0.298,turbulent,true,0.7375
NACA-0006,50000,19.0,run_02,0.2014,0.77167,-0.069,0.261,turbulent,true,0.7375
NACA-0006,50000,19.0,run_03,0.2336,0.77113,-0.069,0.303,turbulent,true,0.7375
NACA-0006,50000,19.0,run_04,0.2243,0.77243,-0.069,0.29,turbulent,true,0.7375
NACA-0006,50000,19.5,run_01,0.2369,0.8192,-0.0695,0.289,turbulent,true,0.7337
NACA-0006,50000,19.5,run_02,0.2349,0.81924,-0.0695,0.287,turbulent,true,0.7337
NACA-0006,50000,19.5,run_03,0.2285,0.81967,-0.0695,0.279,turbulent,true,0.7337
NACA-0006,50000,19.5,run_04,0.2062,0.81852,-0.0695,0.252,turbulent,true,0.7337
NACA-0006,50000,20.0,run_01,0.2075,0.86856,-0.07,0.239,turbulent,true,0.73
NACA-0006,50000,20.0,run_02,0.176,0.8674,-0.07,0.203,turbulent,true,0.73
NACA-0006,50000,20.0,run_03,0.2125,0.86639,-0.07,0.245,turbulent,true,0.73
NACA-0006,50000,20.0,run_04,0.2192,0.86982,-0.07,0.252,turbulent,true,0.73
NACA-0006,100000,-10.0,run_01,-1.0761,0.22258,-0.04,-4.835,transitional,false,0.7671
NACA-0006,100000,-10.0,run_02,-1.1061,0.2202,-0.04,-5.023,transitional,false,0.7671
NACA-0006,100000,-10.0,run_03,-1.097,0.22098,-0.04,-4.964,transitional,false,0.7671
NACA-0006,100000,-10.0,run_04,-1.1089,0.22156,-0.04,-5.005,transitional,false,0.7671
NACA-0006,100000,-9.5,run_01,-1.0507,0.20458,-0.0405,-5.136,transitional,false,0.7708
NACA-0006,100000,-9.5,run_02,-1.027,0.20468,-0.0405,-5.018,transitional,false,0.7708
NACA-0006,100000,-9.5,run_03,-1.0494,0.20458,-0.0405,-5.13,transitional,false,0.7708
NACA-0006,100000,-9.5,run_04,-1.0342,0.20307,-0.0405,-5.093,transitional,false,0.7708
NACA-0006,100000,-9.0,run_01,-0.989,0.18689,-0.041,-5.292,transitional,false,0.7746
NACA-0006,100000,-9.0,run_02,-0.9761,0.18783,-0.041,-5.197,transitional,false,0.7746
NACA-0006,100000,-9.0,run_03,-0.9847,0.18761,-0.041,-5.249,transitional,false,0.7746
NACA-0006,100000,-9.0,run_04,-0.9715,0.18609,-0.041,-5.22,transitional,false,0.7746
NACA-0006,100000,-8.5,run_01,-0.9373,0.17087,-0.0415,-5.486,transitional,false,0.7783
NACA-0006,100000,-8.5,run_02,-0.9247,0.17246,-0.0415,-5.362,transitional,false,0.7783
NACA-0006,100000,-8.5,run_03,-0.9302,0.17101,-0.0415,-5.439,transitional,false,0.7783
NACA-0006,100000,-8.5,run_04,-0.9286,0.17085,-0.0415,-5.435,transitional,false,0.7783
NACA-0006,100000,-8.0,run_01,-0.8909,0.15633,-0.042,-5.699,transitional,false,0.7821
NACA-0006,100000,-8.0,run_02,-0.8683,0.15587,-0.042,-5.571,transitional,false,0.7821
NACA-0006,100000,-8.0,run_03,-0.9009,0.15581,-0.042,-5.782,transitional,false,0.7821
NACA-0006,100000,-8.0,run_04,-0.8783,0.15509,-0.042,-5.663,transitional,false,0.7821
NACA-0006,100000,-7.5,run_01,-0.8353,0.14195,-0.0425,-5.884,transitional,false,0.7858
NACA-0006,100000,-7.5,run_02,-0.8145,0.14011,-0.0425,-5.813,transitional,false,0.7858
NACA-0006,100000,-7.5,run_03,-0.8337,0.1399,-0.0425,-5.959,transitional,false,0.7858
NACA-0006,100000,-7.5,run_04,-0.825,0.14035,-0.0425,-5.878,transitional,false,0.7858
NACA-0006,100000,-7.0,run_01,-0.7901,0.12689,-0.043,-6.227,transitional,false,0.7896
NACA-0006,100000,-7.0,run_02,-0.7758,0.12648,-0.043,-6.134,transitional,false,0.7896
NACA-0006,100000,-7.0,run_03,-0.7565,0.12581,-0.043,-6.013,transitional,false,0.7896
NACA-0006,100000,-7.0,run_04,-0.7598,0.1273,-0.043,-5.968,transitional,false,0.7896
NACA-0006,100000,-6.5,run_01,-0.7149,0.11509,-0.0435,-6.212,transitional,false,0.7933
NACA-0006,100000,-6.5,run_02,-0.7016,0.11289,-0.0435,-6.215,transitional,false,0.7933
NACA-0006,100000,-6.5,run_03,-0.7208,0.11307,-0.0435,-6.375,transitional,false,0.7933
NACA-0006,100000,-6.5,run_04,-0.6987,0.11345,-0.0435,-6.159,transitional,false,0.7933
NACA-0006,100000,-6.0,run_01,-0.689,0.10095,-0.044,-6.825,transitional,false,0.7971
NACA-0006,100000,-6.0,run_02,-0.6619,0.10285,-0.044,-6.435,transitional,false,0.7971
NACA-0006,100000,-6.0,run_03,-0.6434,0.10004,-0.044,-6.431,transitional,false,0.7971
