date,region,product,orders,revenue
2025-01-12,EU,🖥 Desktop,13,14204.28
2025-01-12,APAC,📱 Mobile,8,6898.24
2025-01-12,APAC,💻 Laptop,11,15460.31
2025-01-12,APAC,🎧 Audio,8,1908.2
2025-01-12,APAC,🖥 Desktop,9,9238.85
2025-01-12,LATAM,📱 Mobile,6,5135.64
2025-01-12,LATAM,💻 Laptop,6,9137.83
2025-01-12,LATAM,🎧 Audio,7,1978.19
2025-01-12,LATAM,🖥 Desktop,8,8466.09
2025-01-13,NA,📱 Mobile,23,18372.41
2025-01-13,NA,💻 Laptop,16,26409.22
2025-01-13,NA,🎧 Audio,16,4225.29
2025-01-13,NA,🖥 Desktop,25,34341.96
2025-01-13,EU,📱 Mobile,13,11044.98
2025-01-13,EU,💻 Laptop,25,39029.74
2025-01-13,EU,🎧 Audio,14,3032.11
2025-01-13,EU,🖥 Desktop,20,21334.69
2025-01-13,APAC,📱 Mobile,18,13344.17
2025-01-13,APAC,💻 Laptop,16,21575.37
2025-01-13,APAC,🎧 Audio,19,5278.02
2025-01-13,APAC,🖥 Desktop,17,21443.72
2025-01-13,LATAM,📱 Mobile,9,6753.01
2025-01-13,LATAM,💻 Laptop,11,16299.29
2025-01-13,LATAM,🎧 Audio,10,2322.43
2025-01-13,LATAM,🖥 Desktop,11,15028.67
2025-01-14,NA,📱 Mobile,27,19944.01
2025-01-14,NA,💻 Laptop,20,34191.0
2025-01-14,NA,🎧 Audio,19,4039.02
2025-01-14,NA,🖥 Desktop,25,28934.64
2025-01-14,EU,📱 Mobile,12,8738.82
2025-01-14,EU,💻 Laptop,18,27038.36
2025-01-14,EU,🎧 Audio,21,4603.86
2025-01-14,EU,🖥 Desktop,18,20948.83
2025-01-14,APAC,📱 Mobile,14,10542.26
2025-01-14,APAC,💻 Laptop,14,19316.7
2025-01-14,APAC,🎧 Audio,10,2687.91
2025-01-14,APAC,🖥 Desktop,11,13823.87
2025-01-14,LATAM,📱 Mobile,8,6187.87
2025-01-14,LATAM,💻 Laptop,4,5687.04
2025-01-14,LATAM,🎧 Audio,10,2668.12
2025-01-14,LATAM,🖥 Desktop,9,11264.03
2025-01-15,NA,📱 Mobile,31,27716.05
2025-01-15,NA,💻 Laptop,24,37375.19
2025-01-15,NA,🎧 Audio,20,4458.96
2025-01-15,NA,🖥 Desktop,11,13294.08
2025-01-15,EU,📱 Mobile,9,7858.1
2025-01-15,EU,💻 Laptop,17,27997.03
2025-01-15,EU,🎧 Audio,9,2373.45
2025-01-15,EU,🖥 Desktop,13,16504.77
2025-01-15,APAC,📱 Mobile,14,9967.19
2025-01-15,APAC,💻 Laptop,14,20122.46
2025-01-15,APAC,🎧 Audio,19,4833.4
2025-01-15,APAC,🖥 Desktop,17,21181.93
2025-01-15,LATAM,📱 Mobile,7,5582.01
2025-01-15,LATAM,💻 Laptop,7,8935.44
2025-01-15,LATAM,🎧 Audio,10,2502.23
2025-01-15,LATAM,🖥 Desktop,5,6063.36
2025-01-16,NA,📱 Mobile,20,17136.58
2025-01-16,NA,💻 Laptop,19,26381.25
2025-01-16,NA,🎧 Audio,25,6680.0
2025-01-16,NA,🖥 Desktop,23,25159.2
2025-01-16,EU,📱 Mobile,17,13575.31
2025-01-16,EU,💻 Laptop,5,7235.76
2025-01-16,EU,🎧 Audio,11,2970.25
2025-01-16,EU,🖥 Desktop,19,23600.1
2025-01-16,APAC,📱 Mobile,13,9299.97
2025-01-16,APAC,💻 Laptop,12,16671.28
2025-01-16,APAC,🎧 Audio,13,3316.07
2025-01-16,APAC,🖥 Desktop,11,11269.38
2025-01-16,LATAM,📱 Mobile,11,9254.08
2025-01-16,LATAM,💻 Laptop,10,15864.83
2025-01-16,LATAM,🎧 Audio,8,2009.92
2025-01-16,LATAM,🖥 Desktop,7,8310.95
2025-01-17,NA,📱 Mobile,18,16100.62
2025-01-17,NA,💻 Laptop,22,30022.58
2025-01-17,NA,🎧 Audio,34,7269.64
2025-01-17,NA,🖥 Desktop,19,22519.36
2025-01-17,EU,📱 Mobile,23,18120.97
2025-01-17,EU,💻 Laptop,7,9771.27
2025-01-17,EU,🎧 Audio,21,4794.37
2025-01-17,EU,🖥 Desktop,29,35650.57
2025-01-17,APAC,📱 Mobile,16,14538.52
2025-01-17,APAC,💻 Laptop,17,22689.43
2025-01-17,APAC,🎧 Audio,15,4185.22
2025-01-17,APAC,🖥 Desktop,10,12732.01
2025-01-17,LATAM,📱 Mobile,10,7966.74
2025-01-17,LATAM,💻 Laptop,14,18006.46
2025-01-17,LATAM,🎧 Audio,12,2955.68
2025-01-17,LATAM,🖥 Desktop,9,10158.32
2025-01-18,NA,📱 Mobile,17,12849.6
2025-01-18,NA,💻 Laptop,17,28102.77
2025-01-18,NA,🎧 Audio,21,5784.1
2025-01-18,NA,🖥 Desktop,15,15948.22
2025-01-18,EU,📱 Mobile,17,15238.39
2025-01-18,EU,💻 Laptop,10,14054.25
2025-01-18,EU,🎧 Audio,10,2874.09
2025-01-18,EU,🖥 Desktop,15,18481.55
2025-01-18,APAC,📱 Mobile,8,5968.3
2025-01-18,APAC,💻 Laptop,11,14263.93
2025-01-18,APAC,🎧 Audio,13,3040.98
2025-01-18,APAC,🖥 Desktop,12,16281.75
2025-01-18,LATAM,📱 Mobile,6,4815.79
2025-01-18,LATAM,💻 Laptop,8,10883.46
2025-01-18,LATAM,🎧 Audio,3,836.46
2025-01-18,LATAM,🖥 Desktop,9,11810.76
2025-01-19,NA,📱 Mobile,9,8151.91
2025-01-19,NA,💻 Laptop,9,13699.37
2025-01-19,NA,🎧 Audio,15,4011.4
2025-01-19,NA,🖥 Desktop,14,16552.34
2025-01-19,EU,📱 Mobile,13,9732.97
2025-01-19,EU,💻 Laptop,8,10376.32
2025-01-19,EU,🎧 Audio,14,3470.79
2025-01-19,EU,🖥 Desktop,12,13724.62
2025-01-19,APAC,📱 Mobile,8,7314.49
2025-01-19,APAC,💻 Laptop,13,18096.99
2025-01-19,APAC,🎧 Audio,8,2034.39
2025-01-19,APAC,🖥 Desktop,8,9295.78
2025-01-19,LATAM,📱 Mobile,7,5109.23
2025-01-19,LATAM,💻 Laptop,7,11778.77
2025-01-19,LATAM,🎧 Audio,5,1402.35
2025-01-19,LATAM,🖥 Desktop,6,8272.39
2025-01-20,NA,📱 Mobile,19,13797.38
2025-01-20,NA,💻 Laptop,22,28948.07
2025-01-20,NA,🎧 Audio,20,4608.69
2025-01-20,NA,🖥 Desktop,23,25599.2
2025-01-20,EU,📱 Mobile,9,7739.26
2025-01-20,EU,💻 Laptop,14,20450.52
2025-01-20,EU,🎧 Audio,13,3129.94
2025-01-20,EU,🖥 Desktop,21,23976.82
2025-01-20,APAC,📱 Mobile,16,14595.91
2025-01-20,APAC,💻 Laptop,15,19974.65
2025-01-20,APAC,🎧 Audio,9,2494.93
2025-01-20,APAC,🖥 Desktop,14,15368.45
2025-01-20,LATAM,📱 Mobile,9,6983.48
2025-01-20,LATAM,💻 Laptop,11,16232.0
2025-01-20,LATAM,🎧 Audio,14,3891.54
2025-01-20,LATAM,🖥 Desktop,8,8222.81
2025-01-21,NA,📱 Mobile,30,26849.01
2025-01-21,NA,💻 Laptop,23,34223.33
2025-01-21,NA,🎧 Audio,21,5079.15
2025-01-21,NA,🖥 Desktop,21,28426.81
2025-01-21,EU,📱 Mobile,22,20093.43
2025-01-21,EU,💻 Laptop,10,13868.09
2025-01-21,EU,🎧 Audio,20,5033.55
2025-01-21,EU,🖥 Desktop,20,25310.94
2025-01-21,APAC,📱 Mobile,19,15871.91
2025-01-21,APAC,💻 Laptop,12,19429.92
2025-01-21,APAC,🎧 Audio,9,1939.19
2025-01-21,APAC,🖥 Desktop,15,19524.41
2025-01-21,LATAM,📱 Mobile,10,8349.21
2025-01-21,LATAM,💻 Laptop,15,21175.53
2025-01-21,LATAM,🎧 Audio,11,2862.44
2025-01-21,LATAM,🖥 Desktop,11,13986.38
2025-01-22,NA,📱 Mobile,23,18534.89
2025-01-22,NA,💻 Laptop,23,35357.92
2025-01-22,NA,🎧 Audio,19,4894.01
2025-01-22,NA,🖥 Desktop,24,24570.39
2025-01-22,EU,📱 Mobile,17,15472.48
2025-01-22,EU,💻 Laptop,23,35996.36
2025-01-22,EU,🎧 Audio,22,5062.37
2025-01-22,EU,🖥 Desktop,15,16634.12
2025-01-22,APAC,📱 Mobile,19,14321.73
2025-01-22,APAC,💻 Laptop,12,15417.65
2025-01-22,APAC,🎧 Audio,8,1952.01
2025-01-22,APAC,🖥 Desktop,14,15576.57
2025-01-22,LATAM,📱 Mobile,7,5141.0
2025-01-22,LATAM,💻 Laptop,5,6451.72
2025-01-22,LATAM,🎧 Audio,8,2109.54
2025-01-22,LATAM,🖥 Desktop,12,13095.7
2025-01-23,NA,📱 Mobile,24,19228.1
2025-01-23,NA,💻 Laptop,13,17775.53
2025-01-23,NA,🎧 Audio,26,7124.01
2025-01-23,NA,🖥 Desktop,21,23164.91
2025-01-23,EU,📱 Mobile,20,15015.68
2025-01-23,EU,💻 Laptop,26,44287.54
2025-01-23,EU,🎧 Audio,15,3438.74
2025-01-23,EU,🖥 Desktop,18,21062.35
2025-01-23,APAC,📱 Mobile,9,6436.19
2025-01-23,APAC,💻 Laptop,6,8712.34
2025-01-23,APAC,🎧 Audio,16,3570.29
2025-01-23,APAC,🖥 Desktop,23,23889.24
2025-01-23,LATAM,📱 Mobile,12,10746.72
2025-01-23,LATAM,💻 Laptop,10,16726.13
2025-01-23,LATAM,🎧 Audio,9,2541.33
2025-01-23,LATAM,🖥 Desktop,1,1138.53
2025-01-24,NA,📱 Mobile,27,23196.08
2025-01-24,NA,💻 Laptop,34,43837.97
2025-01-24,NA,🎧 Audio,19,4570.28
2025-01-24,NA,🖥 Desktop,17,19369.99
2025-01-24,EU,📱 Mobile,19,14195.92
2025-01-24,EU,💻 Laptop,19,27230.04
2025-01-24,EU,🎧 Audio,21,5981.23
2025-01-24,EU,🖥 Desktop,18,19703.97
2025-01-24,APAC,📱 Mobile,10,8772.82
2025-01-24,APAC,💻 Laptop,19,27922.44
2025-01-24,APAC,🎧 Audio,18,4328.16
2025-01-24,APAC,🖥 Desktop,15,20265.33
2025-01-24,LATAM,📱 Mobile,10,8952.78
2025-01-24,LATAM,💻 Laptop,12,15463.52
2025-01-24,LATAM,🎧 Audio,6,1620.0
2025-01-24,LATAM,🖥 Desktop,12,12415.61
2025-01-25,NA,📱 Mobile,17,15313.91
2025-01-25,NA,💻 Laptop,15,20859.86
2025-01-25,NA,🎧 Audio,15,3568.95
2025-01-25,NA,🖥 Desktop,7,7826.23
2025-01-25,EU,📱 Mobile,17,12629.66
2025-01-25,EU,💻 Laptop,12,19169.83
2025-01-25,EU,🎧 Audio,12,2553.39
2025-01-25,EU,🖥 Desktop,15,19380.52
2025-01-25,APAC,📱 Mobile,13,11782.94
2025-01-25,APAC,💻 Laptop,8,10287.32
2025-01-25,APAC,🎧 Audio,10,2842.58
2025-01-25,APAC,🖥 Desktop,13,17724.3
2025-01-25,LATAM,📱 Mobile,6,4699.11
2025-01-25,LATAM,💻 Laptop,7,10479.44
2025-01-25,LATAM,🎧 Audio,8,2181.54
2025-01-25,LATAM,🖥 Desktop,6,7715.13
2025-01-26,NA,📱 Mobile,18,14863.34
2025-01-26,NA,💻 Laptop,9,12802.59
2025-01-26,NA,🎧 Audio,14,3796.36
2025-01-26,NA,🖥 Desktop,19,19920.46
2025-01-26,EU,📱 Mobile,15,11090.31
2025-01-26,EU,💻 Laptop,18,23474.34
2025-01-26,EU,🎧 Audio,17,4027.84
2025-01-26,EU,🖥 Desktop,14,19220.49
2025-01-26,APAC,📱 Mobile,15,11153.61
2025-01-26,APAC,💻 Laptop,5,6564.19
2025-01-26,APAC,🎧 Audio,12,3188.79
2025-01-26,APAC,🖥 Desktop,11,12989.97
2025-01-26,LATAM,📱 Mobile,7,5802.12
2025-01-26,LATAM,💻 Laptop,8,12626.79
2025-01-26,LATAM,🎧 Audio,7,1836.32
2025-01-26,LATAM,🖥 Desktop,3,3190.86
2025-01-27,NA,📱 Mobile,25,20401.31
2025-01-27,NA,💻 Laptop,18,25971.07
2025-01-27,NA,🎧 Audio,22,5083.26
2025-01-27,NA,🖥 Desktop,18,19949.81
2025-01-27,EU,📱 Mobile,24,19650.9
2025-01-27,EU,💻 Laptop,27,38390.01
2025-01-27,EU,🎧 Audio,7,1753.85
2025-01-27,EU,🖥 Desktop,28,30892.32
2025-01-27,APAC,📱 Mobile,16,14685.27
2025-01-27,APAC,💻 Laptop,9,11889.45
2025-01-27,APAC,🎧 Audio,7,1928.79
2025-01-27,APAC,🖥 Desktop,15,20237.63
2025-01-27,LATAM,📱 Mobile,12,8503.34
2025-01-27,LATAM,💻 Laptop,10,13603.08
2025-01-27,LATAM,🎧 Audio,13,3669.42
2025-01-27,LATAM,🖥 Desktop,9,10386.05
2025-01-28,NA,📱 Mobile,26,19302.08
2025-01-28,NA,💻 Laptop,18,29249.99
2025-01-28,NA,🎧 Audio,25,6430.28
2025-01-28,NA,🖥 Desktop,21,26106.81
2025-01-28,EU,📱 Mobile,20,14278.57
2025-01-28,EU,💻 Laptop,23,31436.16
2025-01-28,EU,🎧 Audio,19,4966.09
2025-01-28,EU,🖥 Desktop,25,27330.98
2025-01-28,APAC,📱 Mobile,18,15170.34
2025-01-28,APAC,💻 Laptop,14,19016.41
2025-01-28,APAC,🎧 Audio,13,3537.9
2025-01-28,APAC,🖥 Desktop,17,20694.03
2025-01-28,LATAM,📱 Mobile,11,8523.58
2025-01-28,LATAM,💻 Laptop,10,15225.62
2025-01-28,LATAM,🎧 Audio,9,2022.99
2025-01-28,LATAM,🖥 Desktop,9,11433.12
2025-01-29,NA,📱 Mobile,18,13568.81
2025-01-29,NA,💻 Laptop,25,42598.37
2025-01-29,NA,🎧 Audio,19,4546.48
2025-01-29,NA,🖥 Desktop,29,33927.69
2025-01-29,EU,📱 Mobile,30,23019.23
2025-01-29,EU,💻 Laptop,7,9546.19
2025-01-29,EU,🎧 Audio,18,3832.93
2025-01-29,EU,🖥 Desktop,16,21513.39
2025-01-29,APAC,📱 Mobile,8,6219.94
2025-01-29,APAC,💻 Laptop,17,28428.71
2025-01-29,APAC,🎧 Audio,12,2563.35
2025-01-29,APAC,🖥 Desktop,15,18278.36
2025-01-29,LATAM,📱 Mobile,6,4208.2
2025-01-29,LATAM,💻 Laptop,5,7774.94
2025-01-29,LATAM,🎧 Audio,8,1787.53
2025-01-29,LATAM,🖥 Desktop,12,13463.83
2025-01-30,NA,📱 Mobile,9,6354.99
2025-01-30,NA,💻 Laptop,21,31410.32
2025-01-30,NA,🎧 Audio,27,6137.12
2025-01-30,NA,🖥 Desktop,8,8524.75
2025-01-30,EU,📱 Mobile,31,24671.56
2025-01-30,EU,💻 Laptop,14,18186.26
2025-01-30,EU,🎧 Audio,23,6447.28
2025-01-30,EU,🖥 Desktop,17,21136.5
2025-01-30,APAC,📱 Mobile,15,13028.97
2025-01-30,APAC,💻 Laptop,12,16499.21
2025-01-30,APAC,🎧 Audio,8,2197.51
2025-01-30,APAC,🖥 Desktop,18,19545.62
2025-01-30,LATAM,📱 Mobile,10,8042.94
2025-01-30,LATAM,💻 Laptop,12,17371.31
2025-01-30,LATAM,🎧 Audio,11,2935.53
2025-01-30,LATAM,🖥 Desktop,11,14773.29
2025-01-31,NA,📱 Mobile,30,25853.72
2025-01-31,NA,💻 Laptop,24,31011.79
2025-01-31,NA,🎧 Audio,24,6179.14
2025-01-31,NA,🖥 Desktop,20,24360.37
2025-01-31,EU,📱 Mobile,16,12493.08
2025-01-31,EU,💻 Laptop,16,24594.9
2025-01-31,EU,🎧 Audio,13,3198.12
2025-01-31,EU,🖥 Desktop,22,25911.75
2025-01-31,APAC,📱 Mobile,20,15949.61
2025-01-31,APAC,💻 Laptop,15,20712.94
2025-01-31,APAC,🎧 Audio,15,3703.08
2025-01-31,APAC,🖥 Desktop,8,8677.16
2025-01-31,LATAM,📱 Mobile,9,6397.46
2025-01-31,LATAM,💻 Laptop,10,14687.7
2025-01-31,LATAM,🎧 Audio,12,3009.15
2025-01-31,LATAM,🖥 Desktop,11,11381.44
2025-02-01,NA,📱 Mobile,15,12840.53
2025-02-01,NA,💻 Laptop,14,22749.11
2025-02-01,NA,🎧 Audio,14,3504.12
2025-02-01,NA,🖥 Desktop,16,18496.49
2025-02-01,EU,📱 Mobile,15,13285.45
2025-02-01,EU,💻 Laptop,13,22402.33
2025-02-01,EU,🎧 Audio,13,2951.36
2025-02-01,EU,🖥 Desktop,7,9613.95
2025-02-01,APAC,📱 Mobile,3,2699.55
2025-02-01,APAC,💻 Laptop,10,13493.0
2025-02-01,APAC,🎧 Audio,11,2391.55
2025-02-01,APAC,🖥 Desktop,4,4585.29
2025-02-01,LATAM,📱 Mobile,7,6266.18
2025-02-01,LATAM,💻 Laptop,6,8392.48
2025-02-01,LATAM,🎧 Audio,7,1751.16
2025-02-01,LATAM,🖥 Desktop,6,8107.0
2025-02-02,NA,📱 Mobile,17,13624.51
2025-02-02,NA,💻 Laptop,19,26953.11
2025-02-02,NA,🎧 Audio,18,4042.66
2025-02-02,NA,🖥 Desktop,16,21713.69
2025-02-02,EU,📱 Mobile,10,7204.98
2025-02-02,EU,💻 Laptop,7,11397.34
2025-02-02,EU,🎧 Audio,16,4163.58
2025-02-02,EU,🖥 Desktop,16,18392.33
2025-02-02,APAC,📱 Mobile,12,9830.53
2025-02-02,APAC,💻 Laptop,8,13377.13
2025-02-02,APAC,🎧 Audio,17,4415.46
2025-02-02,APAC,🖥 Desktop,15,17428.98
2025-02-02,LATAM,📱 Mobile,7,6424.04
2025-02-02,LATAM,💻 Laptop,5,7674.06
2025-02-02,LATAM,🎧 Audio,5,1228.36
2025-02-02,LATAM,🖥 Desktop,9,9752.69
2025-02-03,NA,📱 Mobile,23,20165.43
2025-02-03,NA,💻 Laptop,21,29172.02
2025-02-03,NA,🎧 Audio,12,3077.28
2025-02-03,NA,🖥 Desktop,10,12589.31
2025-02-03,EU,📱 Mobile,19,13074.1
2025-02-03,EU,💻 Laptop,20,26844.28
2025-02-03,EU,🎧 Audio,15,3764.26
2025-02-03,EU,🖥 Desktop,16,21478.32
2025-02-03,APAC,📱 Mobile,16,13387.94
