incident_id,occurred_at,incident_type,severity,latitude,longitude
INC-000082,2025-06-09T18:20:54,drug-violation,low,37.89892,-122.26725
INC-000083,2026-03-12T21:11:27,theft-from-vehicle,low,39.730271,-105.133791
INC-000084,2026-04-01T18:53:24,fraud,medium,39.662596,-105.14698
INC-000085,2026-02-07T09:09:40,vehicle-theft,low,25.625091,-80.100995
INC-000086,2025-05-07T18:35:36,fraud,low,34.075428,-118.435608
INC-000087,2024-08-02T18:08:11,drug-violation,medium,39.617973,-104.8838
INC-000088,2025-05-13T12:55:57,burglary,medium,47.654292,-122.133946
INC-000089,2024-11-29T20:03:38,vandalism,low,41.796724,-87.658466
INC-000090,2024-10-12T02:49:58,burglary,low,33.909662,-118.248746
INC-000091,2024-08-08T06:13:39,theft-from-vehicle,low,39.796228,-104.866269
INC-000092,2024-12-18T12:31:38,vandalism,low,30.276865,-97.592248
INC-000093,2026-03-26T23:42:30,theft-from-vehicle,low,41.881493,-87.495254
INC-000094,2025-03-02T23:41:12,theft-from-vehicle,low,34.043648,-118.243882
INC-000095,2025-12-08T22:15:45,assault,medium,41.858443,-87.585834
INC-000096,2024-12-08T05:48:06,theft-from-vehicle,medium,33.925574,-118.192551
INC-000097,2025-06-22T00:46:30,theft-from-vehicle,low,37.696342,-122.349237
INC-000098,2026-01-24T23:32:49,other,medium,25.774659,-80.110412
INC-000099,2025-09-08T20:29:46,burglary,low,40.852608,-74.124649
INC-000100,2025-08-21T22:07:57,vandalism,low,37.76725,-122.224182
INC-000101,2024-12-08T21:35:38,vandalism,low,25.699603,-80.107176
INC-000102,2024-09-08T21:46:15,drug-violation,low,30.337144,-97.723689
INC-000103,2024-10-22T14:46:17,robbery,low,47.745257,-122.382011
INC-000104,2025-05-26T08:35:50,robbery,low,37.692869,-122.44703
INC-000105,2024-05-02T10:45:34,burglary,medium,40.6381,-74.034293
INC-000106,2025-03-18T00:07:36,fraud,low,34.080234,-118.035315
INC-000107,2025-01-30T09:59:47,burglary,low,37.638398,-122.431167
INC-000108,2024-07-15T22:42:27,fraud,medium,40.744067,-74.015947
INC-000109,2024-06-10T00:33:27,theft-from-vehicle,medium,40.602363,-73.976625
INC-000110,2024-07-03T13:17:05,burglary,low,37.717659,-122.416475
INC-000111,2025-12-02T05:41:14,other,low,47.6202,-122.338299
INC-000112,2025-05-20T22:21:03,vehicle-theft,low,25.696912,-80.067743
INC-000113,2024-05-26T12:56:52,theft-from-vehicle,medium,39.649847,-104.88086
INC-000114,2025-07-28T17:40:22,vandalism,low,40.680422,-73.781985
INC-000115,2025-03-24T11:59:32,vandalism,low,34.04627,-118.152115
INC-000116,2024-06-05T23:28:17,assault,high,34.023595,-118.210214
INC-000117,2024-08-19T03:04:25,drug-violation,low,25.763151,-80.391454
INC-000118,2025-04-02T01:52:23,drug-violation,low,40.627886,-74.035232
INC-000119,2025-05-31T06:17:38,robbery,low,30.367346,-97.607832
INC-000120,2026-04-30T17:45:18,assault,low,47.642091,-122.2691
INC-000121,2026-04-10T19:35:35,burglary,low,34.036512,-118.373681
INC-000122,2025-02-11T04:53:14,vehicle-theft,low,37.636492,-122.310339
INC-000123,2025-05-21T09:17:34,fraud,medium,37.834525,-122.256634
INC-000124,2024-05-22T18:06:08,drug-violation,low,33.937473,-118.272502
INC-000125,2025-11-30T21:40:14,theft-from-vehicle,medium,39.723344,-104.75985
INC-000126,2024-08-29T23:41:51,vandalism,low,30.28196,-97.638334
INC-000127,2026-01-27T13:55:20,vandalism,low,40.715699,-74.207013
INC-000128,2025-02-01T20:03:04,burglary,medium,37.783988,-122.304917
INC-000129,2024-11-20T19:00:55,other,medium,47.713159,-122.246343
INC-000130,2025-06-07T10:09:42,other,medium,37.830637,-122.246149
INC-000131,2025-06-04T20:28:41,burglary,low,42.026558,-87.528787
INC-000132,2025-08-01T20:30:18,other,low,34.168195,-118.142738
INC-000133,2024-06-22T11:47:03,burglary,low,39.704323,-105.019649
INC-000134,2024-10-12T11:23:13,drug-violation,low,34.187446,-118.256679
INC-000135,2024-11-20T17:45:24,vandalism,medium,47.758048,-122.36946
INC-000136,2024-08-05T11:05:35,theft-from-vehicle,medium,34.072751,-118.152116
INC-000137,2025-09-13T06:15:12,theft-from-vehicle,low,39.728636,-105.223189
INC-000138,2024-11-11T11:20:55,robbery,low,40.619638,-74.032498
INC-000139,2024-06-15T23:11:11,vandalism,medium,37.761221,-122.193279
INC-000140,2025-04-06T02:51:12,theft-from-vehicle,low,37.919207,-122.409394
INC-000141,2024-09-25T12:20:18,other,medium,47.521577,-122.510444
INC-000142,2025-09-02T09:44:57,burglary,low,39.843322,-105.045858
INC-000143,2024-05-31T22:46:34,assault,medium,39.812031,-105.066941
INC-000144,2025-06-20T12:33:14,assault,low,37.66366,-122.477028
INC-000145,2025-05-18T21:04:24,burglary,medium,34.175045,-118.294467
INC-000146,2026-03-26T05:21:21,theft-from-vehicle,high,37.727002,-122.499402
INC-000147,2025-01-02T05:08:50,theft-from-vehicle,low,39.871115,-104.834444
INC-000148,2024-11-17T12:27:07,assault,high,37.84937,-122.461027
INC-000149,2026-04-19T04:28:55,drug-violation,medium,47.511209,-122.513414
INC-000150,2025-06-07T17:00:18,theft-from-vehicle,high,41.939058,-87.840174
INC-000151,2025-11-18T13:37:34,theft-from-vehicle,medium,37.618465,-122.449168
INC-000152,2025-10-15T22:46:39,robbery,high,25.731051,-80.048818
INC-000153,2024-10-11T23:20:52,fraud,low,33.959033,-118.259397
INC-000154,2024-05-13T15:01:16,theft-from-vehicle,low,40.631261,-74.188445
INC-000155,2024-12-26T21:05:15,burglary,high,25.713315,-80.091012
INC-000156,2025-04-30T16:06:41,theft-from-vehicle,high,41.864381,-87.813746
INC-000157,2024-08-12T16:50:59,other,medium,41.791257,-87.765696
INC-000158,2026-02-28T03:38:47,robbery,medium,47.604911,-122.269141
INC-000159,2025-11-06T10:19:56,other,medium,34.042006,-118.166257
INC-000160,2025-03-13T15:45:57,fraud,low,47.566801,-122.285596
INC-000161,2024-07-18T05:21:13,burglary,low,34.025672,-118.294508
INC-000162,2024-06-21T21:06:16,theft-from-vehicle,low,30.389333,-97.852149
INC-000163,2024-06-01T05:11:04,vandalism,low,30.218069,-97.858947
INC-000164,2026-01-08T01:02:42,assault,low,40.846696,-73.939926
INC-000165,2025-03-12T22:31:27,theft-from-vehicle,low,40.588816,-73.932828
INC-000166,2025-01-18T03:05:15,other,medium,25.872258,-80.167203
INC-000167,2025-05-03T10:12:59,assault,medium,39.701586,-105.149602
INC-000168,2025-02-02T22:30:04,assault,low,40.656245,-74.084373
INC-000169,2024-08-01T04:12:28,theft-from-vehicle,low,39.597343,-104.967243
INC-000170,2024-08-16T09:01:33,other,medium,37.889167,-122.48943
INC-000171,2026-01-15T14:18:34,drug-violation,high,37.805111,-122.488575
INC-000172,2024-10-07T23:00:06,vehicle-theft,low,39.830552,-105.104075
INC-000173,2026-01-25T21:13:37,theft-from-vehicle,medium,40.882067,-73.979646
INC-000174,2026-01-20T00:52:29,burglary,medium,47.454341,-122.435285
INC-000175,2025-01-08T22:51:51,vehicle-theft,low,40.874366,-74.071598
INC-000176,2026-04-05T15:50:38,other,low,25.759535,-80.280499
INC-000177,2025-12-24T03:13:49,vandalism,medium,39.73653,-105.107629
INC-000178,2025-08-08T01:33:03,fraud,low,33.981714,-118.213965
INC-000179,2026-01-28T18:34:39,burglary,high,39.799508,-104.880966
INC-000180,2025-03-01T01:43:08,theft-from-vehicle,medium,34.085346,-118.364114
INC-000181,2024-09-23T22:04:15,vandalism,low,37.690228,-122.247702
INC-000182,2024-09-23T09:02:45,burglary,low,47.562194,-122.101819
INC-000183,2025-10-10T19:07:19,burglary,low,39.742773,-104.919306
INC-000184,2026-02-04T07:27:28,vandalism,low,33.886257,-118.267149
INC-000185,2025-07-14T14:10:06,burglary,low,37.785386,-122.295517
INC-000186,2026-01-15T02:30:37,burglary,low,40.785167,-73.842779
INC-000187,2024-10-18T22:42:15,assault,low,40.856501,-73.926075
INC-000188,2024-06-17T10:48:01,burglary,low,37.817308,-122.560806
INC-000189,2024-10-13T16:14:06,assault,low,34.103253,-118.30722
INC-000190,2024-07-06T00:31:58,fraud,high,47.645122,-122.552366
INC-000191,2026-04-29T14:52:29,fraud,low,37.901959,-122.448924
INC-000192,2026-04-04T07:22:11,robbery,medium,25.851736,-80.332887
INC-000193,2025-06-30T21:13:50,theft-from-vehicle,low,40.828262,-73.826965
INC-000194,2024-10-01T17:57:31,vehicle-theft,low,39.815821,-105.161648
INC-000195,2024-06-12T15:42:33,vandalism,low,30.312618,-97.555542
INC-000196,2025-06-21T13:41:21,burglary,low,47.58829,-122.213892
INC-000197,2024-10-13T14:03:33,assault,low,25.631472,-80.306097
INC-000198,2024-10-26T00:29:58,drug-violation,low,25.718855,-80.046723
INC-000199,2026-01-25T01:40:33,burglary,medium,37.817896,-122.620839
INC-000200,2025-03-17T01:13:01,vehicle-theft,low,37.75787,-122.224375
INC-000201,2024-05-20T00:37:32,burglary,low,37.81624,-122.637055
INC-000202,2025-07-23T19:37:31,drug-violation,low,40.687104,-74.123552
INC-000203,2024-06-25T12:59:22,theft-from-vehicle,low,37.613182,-122.485803
INC-000204,2025-03-16T23:52:44,assault,low,37.633192,-122.505442
INC-000205,2025-11-30T14:56:59,vandalism,low,25.8756,-80.196256
INC-000206,2026-03-13T10:53:45,vehicle-theft,low,25.82287,-80.191728
INC-000207,2025-06-25T08:22:17,burglary,medium,37.675441,-122.288176
INC-000208,2025-11-29T03:47:24,vandalism,medium,25.932367,-80.149826
INC-000209,2025-12-19T23:11:42,burglary,medium,37.732361,-122.255331
INC-000210,2024-10-26T07:17:06,other,low,37.80215,-122.327373
INC-000211,2025-09-04T07:43:44,vandalism,low,30.298539,-97.757948
INC-000212,2025-12-15T13:52:18,vehicle-theft,low,37.701601,-122.448942
INC-000213,2025-11-01T08:15:22,theft-from-vehicle,low,34.074718,-118.170749
INC-000214,2024-09-30T02:16:33,robbery,high,25.852851,-80.055583
INC-000215,2024-08-20T11:41:37,theft-from-vehicle,medium,39.812254,-104.955314
INC-000216,2024-08-14T11:29:06,fraud,low,33.961014,-118.365959
INC-000217,2025-08-27T16:53:49,burglary,low,41.855167,-87.858309
INC-000218,2025-06-16T01:39:50,vandalism,low,34.137189,-118.063259
INC-000219,2024-11-10T20:52:31,theft-from-vehicle,medium,39.745692,-104.909071
INC-000220,2025-06-10T04:34:51,theft-from-vehicle,low,33.931833,-118.215543
INC-000221,2025-04-02T05:25:28,fraud,low,30.244298,-97.638322
INC-000222,2025-11-28T13:35:16,fraud,high,30.274042,-97.589838
INC-000223,2024-12-15T15:26:18,assault,high,42.036741,-87.542192
INC-000224,2025-05-04T12:32:28,fraud,high,47.566081,-122.546029
INC-000225,2025-03-26T09:14:29,assault,low,47.514347,-122.481217
INC-000226,2024-10-30T06:39:43,vehicle-theft,medium,37.745591,-122.462438
INC-000227,2025-02-01T12:04:08,fraud,medium,34.051818,-118.234438
INC-000228,2024-05-18T14:13:47,burglary,low,37.625711,-122.351957
INC-000229,2025-10-02T20:21:45,vehicle-theft,medium,34.118416,-118.345672
INC-000230,2025-09-13T02:26:15,vehicle-theft,high,39.899056,-104.886382
INC-000231,2024-07-14T00:51:02,assault,high,39.74708,-104.907588
INC-000232,2024-10-26T10:56:52,assault,low,47.446789,-122.351832
INC-000233,2024-06-09T04:58:43,vehicle-theft,medium,34.138282,-118.325741
INC-000234,2024-12-13T07:58:07,drug-violation,low,37.723807,-122.272747
INC-000235,2025-09-29T11:44:53,assault,medium,47.748079,-122.469723
INC-000236,2025-02-06T18:12:59,fraud,medium,41.878134,-87.83893
INC-000237,2025-10-14T22:32:52,vandalism,low,37.700483,-122.521138
INC-000238,2025-04-17T11:17:32,theft-from-vehicle,low,37.743505,-122.378865
INC-000239,2025-07-08T00:26:03,fraud,medium,30.120605,-97.781904
INC-000240,2025-01-29T03:36:11,theft-from-vehicle,medium,37.641043,-122.389529
INC-000241,2025-12-21T15:40:17,other,low,34.218047,-118.308871
INC-000242,2024-12-04T08:39:21,burglary,low,25.797133,-80.347682
INC-000243,2025-09-23T01:05:41,vandalism,high,37.793094,-122.558101
INC-000244,2025-10-20T22:38:28,theft-from-vehicle,low,40.698464,-73.907172
INC-000245,2026-03-16T21:35:23,burglary,medium,41.803598,-87.665875
INC-000246,2026-01-31T05:43:26,robbery,low,37.607373,-122.48126
INC-000247,2024-05-02T13:58:12,theft-from-vehicle,medium,40.867649,-74.119245
INC-000248,2024-11-24T13:52:10,vandalism,high,40.766115,-74.08481
INC-000249,2025-05-12T06:26:18,vandalism,low,25.777439,-80.330543
INC-000250,2026-03-05T21:24:25,theft-from-vehicle,low,47.699895,-122.125779
INC-000251,2025-04-09T10:56:11,drug-violation,low,37.688264,-122.477495
INC-000252,2025-08-26T08:31:26,vehicle-theft,low,39.858334,-105.003451
INC-000253,2024-11-05T13:17:03,assault,low,33.903593,-118.356291
INC-000254,2025-01-07T21:28:29,vandalism,low,34.003455,-118.300061
INC-000255,2024-10-16T00:23:12,drug-violation,medium,33.899197,-118.219504
INC-000256,2024-06-05T22:16:08,theft-from-vehicle,low,37.679365,-122.237022
INC-000257,2025-12-02T04:46:29,theft-from-vehicle,high,37.619855,-122.475773
INC-000258,2025-05-19T09:41:34,assault,low,47.677452,-122.27645
INC-000259,2025-09-17T17:21:29,vehicle-theft,low,33.948039,-118.370368
INC-000260,2025-04-05T08:29:41,burglary,low,40.685795,-74.058617
INC-000261,2025-09-04T02:08:26,theft-from-vehicle,high,37.607822,-122.396335
INC-000262,2025-11-03T18:53:37,theft-from-vehicle,medium,30.416599,-97.665394
INC-000263,2025-07-16T07:23:32,theft-from-vehicle,low,30.37222,-97.846735
INC-000264,2026-01-29T17:21:00,vandalism,medium,34.064426,-118.240904
INC-000265,2024-05-05T03:02:40,fraud,low,47.520547,-122.203179
INC-000266,2025-12-26T05:27:23,fraud,low,42.032326,-87.635757
INC-000267,2025-07-07T12:41:57,theft-from-vehicle,medium,37.663231,-122.32057
INC-000268,2024-08-28T23:53:54,vehicle-theft,low,37.602187,-122.474815
INC-000269,2025-03-28T21:31:10,drug-violation,low,30.258556,-97.768946
INC-000270,2025-09-12T14:15:35,vehicle-theft,medium,39.613931,-105.016778
INC-000271,2024-11-04T07:30:58,burglary,medium,25.716335,-80.07037
INC-000272,2025-04-22T01:30:34,theft-from-vehicle,low,37.886284,-122.512878
INC-000273,2025-09-12T08:12:45,assault,medium,37.808167,-122.355972
INC-000274,2024-07-25T12:13:19,drug-violation,low,39.826426,-104.986325
INC-000275,2024-05-04T12:12:28,assault,low,41.773633,-87.545675
INC-000276,2025-07-06T11:24:13,vandalism,low,33.945213,-118.140751
INC-000277,2025-02-22T22:04:54,theft-from-vehicle,low,33.888714,-118.233706
INC-000278,2026-01-15T07:49:38,theft-from-vehicle,low,25.907353,-80.077519
INC-000279,2025-06-30T13:04:56,burglary,low,25.838268,-80.080367
INC-000280,2024-08-21T09:21:42,vehicle-theft,medium,34.167811,-118.410141
INC-000281,2025-06-15T15:05:41,fraud,medium,39.681885,-105.067195
INC-000282,2024-09-14T14:19:02,drug-violation,low,37.635416,-122.519233
INC-000283,2024-06-28T15:43:49,robbery,low,33.970979,-118.386964
INC-000284,2025-08-19T00:25:36,vandalism,low,30.42272,-97.784101
INC-000285,2025-03-20T08:20:37,other,low,25.862717,-80.037708
INC-000286,2026-02-06T23:40:53,theft-from-vehicle,high,39.708648,-105.065663
INC-000287,2024-07-24T13:43:52,vandalism,high,34.029079,-118.317573
INC-000288,2025-11-16T05:46:58,robbery,low,37.819979,-122.210921
INC-000289,2024-06-17T12:20:18,vehicle-theft,low,37.608458,-122.491342
INC-000290,2025-06-05T03:33:20,burglary,low,37.745395,-122.232977
INC-000291,2024-07-28T06:41:49,theft-from-vehicle,medium,30.240089,-97.58248
INC-000292,2024-11-02T12:09:42,vandalism,low,30.407528,-97.681417
INC-000293,2025-02-15T21:08:12,theft-from-vehicle,high,34.036426,-118.221736
INC-000294,2025-08-13T08:09:16,vandalism,low,47.693186,-122.388881
INC-000295,2025-02-15T10:06:05,theft-from-vehicle,low,39.754137,-104.824381
INC-000296,2025-07-20T23:52:41,theft-from-vehicle,low,37.68673,-122.519675
INC-000297,2025-04-09T19:57:41,drug-violation,high,47.552518,-122.166358
INC-000298,2025-05-12T14:27:41,theft-from-vehicle,low,25.882586,-80.283388
INC-000299,2025-05-08T01:27:42,burglary,low,40.722135,-73.893152
INC-000300,2026-03-17T00:41:09,burglary,low,37.657996,-122.490203
INC-000301,2025-02-09T05:05:16,theft-from-vehicle,low,37.756787,-122.638174
INC-000302,2025-04-04T22:48:16,burglary,low,47.644987,-122.176665
INC-000303,2025-02-14T06:12:36,drug-violation,medium,41.991787,-87.760032
INC-000304,2024-07-04T06:11:45,drug-violation,low,34.168196,-118.261941
INC-000305,2025-09-20T08:33:46,vehicle-theft,medium,37.798788,-122.358333
INC-000306,2025-08-06T22:50:16,theft-from-vehicle,medium,37.815453,-122.443547
INC-000307,2024-06-19T15:41:21,other,medium,34.198489,-118.290973
INC-000308,2024-11-26T22:58:25,theft-from-vehicle,low,40.702346,-74.173971
INC-000309,2025-03-23T16:55:44,burglary,medium,39.677433,-104.832833
INC-000310,2025-12-13T18:21:48,other,low,47.727183,-122.365834
INC-000311,2024-05-22T18:48:09,burglary,medium,39.738209,-104.890761
INC-000312,2024-08-15T19:43:42,theft-from-vehicle,low,25.717302,-80.142108
INC-000313,2025-04-13T04:34:57,robbery,high,41.875636,-87.399639
INC-000314,2025-09-19T02:06:59,fraud,low,34.176119,-118.128607
INC-000315,2025-08-05T13:45:00,burglary,low,34.082572,-118.307181
INC-000316,2024-11-08T08:01:08,robbery,medium,30.174054,-97.885011
INC-000317,2025-02-14T04:44:21,drug-violation,low,40.667949,-74.14836
INC-000318,2025-12-01T01:06:16,drug-violation,low,47.634667,-122.548419
INC-000319,2025-08-07T01:38:11,burglary,medium,34.148478,-118.370746
INC-000320,2026-01-05T03:21:49,other,low,40.688534,-74.056946
INC-000321,2025-11-27T01:52:24,burglary,high,37.923811,-122.476163
INC-000322,2024-09-25T12:06:49,drug-violation,medium,30.314682,-97.862256
INC-000323,2025-09-11T11:12:05,robbery,medium,47.715819,-122.328487
INC-000324,2025-12-16T19:00:31,vandalism,low,37.743214,-122.197571
INC-000325,2025-03-30T18:42:41,robbery,high,47.718383,-122.233949
INC-000326,2024-06-05T05:07:12,other,medium,40.637542,-74.095668
INC-000327,2025-06-12T05:42:15,theft-from-vehicle,medium,40.547696,-74.096031
INC-000328,2025-03-21T18:26:55,fraud,medium,33.960542,-118.385061
INC-000329,2024-10-01T23:46:30,theft-from-vehicle,low,40.62378,-73.931056
INC-000330,2025-04-29T20:55:04,theft-from-vehicle,low,40.728641,-74.015755
INC-000331,2024-08-06T00:31:19,vandalism,medium,40.619855,-74.107563
INC-000332,2025-03-04T10:32:09,theft-from-vehicle,low,30.244926,-97.923616
INC-000333,2024-06-25T08:42:28,drug-violation,low,25.730762,-80.112814
INC-000334,2025-10-03T01:29:08,burglary,low,39.749735,-105.217941
INC-000335,2025-03-26T22:23:33,vandalism,low,33.972561,-118.315517
INC-000336,2024-05-05T05:26:07,other,low,39.596681,-104.96646
INC-000337,2025-07-15T13:32:49,drug-violation,low,34.04069,-118.296776
INC-000338,2025-01-22T04:30:57,vandalism,medium,40.622978,-73.917197
INC-000339,2025-03-02T08:31:18,theft-from-vehicle,medium,34.163806,-118.226216
INC-000340,2026-02-21T14:38:48,theft-from-vehicle,low,40.554925,-73.983331
INC-000341,2026-02-06T21:03:40,robbery,low,47.578114,-122.345038
INC-000342,2025-08-24T15:00:11,theft-from-vehicle,low,40.837979,-73.911582
INC-000343,2025-07-20T18:10:41,other,medium,39.664273,-104.987428
INC-000344,2024-12-26T11:21:41,other,low,25.807321,-80.203914
INC-000345,2026-01-26T12:21:58,drug-violation,low,47.574699,-122.278641
INC-000346,2024-06-02T01:53:58,robbery,low,34.087224,-118.287732
INC-000347,2025-03-03T02:06:25,burglary,medium,40.735169,-74.178285
INC-000348,2024-10-19T12:31:48,other,low,37.791956,-122.566949
INC-000349,2026-03-06T14:57:17,theft-from-vehicle,low,40.857929,-74.142726
INC-000350,2025-11-20T22:40:45,other,low,30.142903,-97.673763
INC-000351,2024-09-08T07:16:08,assault,medium,34.094883,-118.229998
INC-000352,2025-01-11T02:55:35,theft-from-vehicle,medium,40.763961,-73.829489
INC-000353,2026-03-26T01:02:24,vandalism,low,47.478215,-122.491141
INC-000354,2026-01-26T22:33:53,other,medium,30.313255,-97.716207
INC-000355,2026-04-19T21:06:38,vehicle-theft,low,39.766276,-105.207955
INC-000356,2025-09-07T22:58:57,burglary,low,39.871382,-105.039456
INC-000357,2025-04-16T18:30:44,vandalism,low,34.146394,-118.391738
INC-000358,2025-12-24T09:21:03,drug-violation,low,33.934105,-118.398691
INC-000359,2025-11-09T05:41:50,burglary,low,47.502783,-122.289182
INC-000360,2025-02-13T23:24:38,fraud,medium,30.32806,-97.642502
INC-000361,2025-12-16T14:35:30,burglary,low,47.586631,-122.553671
INC-000362,2026-03-09T14:13:25,theft-from-vehicle,low,30.193662,-97.812698
INC-000363,2025-10-24T17:18:59,other,medium,41.983578,-87.546296
INC-000364,2026-01-29T18:08:53,vandalism,low,34.171362,-118.108297
INC-000365,2024-06-02T10:09:10,fraud,medium,37.745064,-122.364716
INC-000366,2025-08-15T18:18:15,vandalism,medium,47.447734,-122.354126
