ts,line_id,machine_id,shift,temperature_c,vibration_mm_s,pressure_kpa,cycle_time_s,units_produced,defect_count_running,is_defect_event,defect_type,operator_id,material_lot,power_kwh
2026-04-01T00:15:00,LINE-B,M-B1,night,77.56,2.513,257.3,46.97,24,0,false,,OP-019,LOT-0018,2.117
2026-04-01T00:15:00,LINE-B,M-B2,night,79.46,2.23,252.8,50.87,22,0,false,,OP-012,LOT-0037,2.237
2026-04-01T00:15:00,LINE-C,M-C1,night,75.68,1.038,240.9,54.26,24,0,false,,OP-010,LOT-0027,2.079
2026-04-01T00:15:00,LINE-C,M-C2,night,77.69,2.436,251.7,48.46,25,0,false,,OP-003,LOT-0046,2.113
2026-04-01T00:15:00,LINE-D,M-D1,night,78.92,1.508,250.3,44.7,25,0,false,,OP-005,LOT-0036,2.365
2026-04-01T00:15:00,LINE-D,M-D2,night,75.92,1.72,258.6,47.92,23,0,false,,OP-023,LOT-0055,1.998
2026-04-01T00:15:00,LINE-E,M-E1,night,77.27,1.668,264.9,56.25,23,0,false,,OP-021,LOT-0045,2.271
2026-04-01T00:15:00,LINE-E,M-E2,night,78.7,1.17,237.0,49.81,27,0,false,,OP-014,LOT-0064,2.149
2026-04-01T00:15:00,LINE-E,M-E3,night,77.97,2.486,241.1,57.34,23,0,false,,OP-007,LOT-0003,2.206
2026-04-01T00:15:00,LINE-F,M-F1,night,109.25,1.373,242.0,50.99,24,0,false,,OP-016,LOT-0054,2.032
2026-04-01T00:15:00,LINE-F,M-F2,night,78.27,1.097,236.1,56.69,22,0,false,,OP-009,LOT-0073,2.221
2026-04-01T00:15:00,LINE-F,M-F3,night,77.55,1.729,258.9,51.48,23,0,false,,OP-002,LOT-0012,2.167
2026-04-01T00:20:00,LINE-A,M-A1,night,75.88,1.041,250.5,54.06,31,0,false,,OP-024,LOT-0009,2.771
2026-04-01T00:20:00,LINE-A,M-A2,night,77.69,1.682,241.9,50.34,29,0,false,,OP-017,LOT-0028,2.611
2026-04-01T00:20:00,LINE-A,M-A3,night,77.82,1.011,240.1,43.54,31,0,false,,OP-010,LOT-0047,2.764
2026-04-01T00:20:00,LINE-B,M-B1,night,77.34,2.206,240.9,48.14,30,0,false,,OP-019,LOT-0018,2.714
2026-04-01T00:20:00,LINE-B,M-B2,night,78.49,2.264,242.9,46.33,28,0,false,,OP-012,LOT-0037,2.767
2026-04-01T00:20:00,LINE-C,M-C1,night,226.73,1.436,239.4,50.79,30,0,false,,OP-010,LOT-0027,2.714
2026-04-01T00:20:00,LINE-C,M-C2,night,76.4,1.531,259.9,47.01,31,0,false,,OP-003,LOT-0046,2.514
2026-04-01T00:20:00,LINE-D,M-D1,night,78.2,1.401,258.9,42.94,32,0,false,,OP-005,LOT-0036,2.873
2026-04-01T00:20:00,LINE-D,M-D2,night,76.15,2.533,241.9,53.24,29,0,false,,OP-023,LOT-0055,2.49
2026-04-01T00:20:00,LINE-E,M-E1,night,76.98,1.612,251.0,54.07,29,0,false,,OP-021,LOT-0045,2.798
2026-04-01T00:20:00,LINE-E,M-E2,night,78.56,1.892,242.7,53.49,33,0,false,,OP-014,LOT-0064,2.714
2026-04-01T00:20:00,LINE-E,M-E3,night,76.49,1.963,255.8,47.49,29,0,false,,OP-007,LOT-0003,2.67
2026-04-01T00:20:00,LINE-F,M-F1,night,76.85,1.837,263.2,45.36,31,1,true,electrical,OP-016,LOT-0054,2.676
2026-04-01T00:20:00,LINE-F,M-F2,night,76.18,0.724,233.8,47.75,28,0,false,,OP-009,LOT-0073,2.794
2026-04-01T00:20:00,LINE-F,M-F3,night,75.22,0.917,259.0,46.05,30,0,false,,OP-002,LOT-0012,2.748
2026-04-01T00:25:00,LINE-A,M-A1,night,78.03,0.959,264.6,45.02,38,0,false,,OP-024,LOT-0009,3.239
2026-04-01T00:25:00,LINE-A,M-A2,night,79.11,1.292,260.8,54.81,34,0,false,,OP-017,LOT-0028,3.127
2026-04-01T00:25:00,LINE-A,M-A3,night,76.75,1.281,255.2,48.43,37,0,false,,OP-010,LOT-0047,3.203
2026-04-01T00:25:00,LINE-B,M-B1,night,78.7,2.075,248.6,50.32,36,0,false,,OP-019,LOT-0018,3.243
2026-04-01T00:25:00,LINE-B,M-B2,night,75.62,2.101,246.3,44.86,35,0,false,,OP-012,LOT-0037,3.302
2026-04-01T00:25:00,LINE-C,M-C1,night,76.3,2.376,249.5,57.02,35,0,false,,OP-010,LOT-0027,3.191
2026-04-01T00:25:00,LINE-C,M-C2,night,77.25,1.46,242.5,49.53,37,0,false,,OP-003,LOT-0046,3.049
2026-04-01T00:25:00,LINE-D,M-D1,night,76.4,2.387,246.4,51.38,38,0,false,,OP-005,LOT-0036,3.368
2026-04-01T00:25:00,LINE-D,M-D2,night,76.56,2.124,248.6,47.5,35,0,false,,OP-023,LOT-0055,3.065
2026-04-01T00:25:00,LINE-E,M-E1,night,79.65,1.816,256.7,46.66,35,0,false,,OP-021,LOT-0045,3.392
2026-04-01T00:25:00,LINE-E,M-E2,night,77.59,2.183,241.2,45.15,40,0,false,,OP-014,LOT-0064,3.294
2026-04-01T00:25:00,LINE-E,M-E3,night,76.27,2.195,228.0,56.99,34,0,false,,OP-007,LOT-0003,3.105
2026-04-01T00:25:00,LINE-F,M-F1,night,76.47,2.124,253.9,53.59,37,1,false,,OP-016,LOT-0054,3.32
2026-04-01T00:25:00,LINE-F,M-F2,night,78.2,0.995,247.8,48.51,34,0,false,,OP-009,LOT-0073,3.217
2026-04-01T00:25:00,LINE-F,M-F3,night,76.87,1.76,241.7,47.86,36,0,false,,OP-002,LOT-0012,3.321
2026-04-01T00:30:00,LINE-A,M-A1,night,77.5,1.349,216.2,50.41,44,0,false,,OP-024,LOT-0009,3.794
2026-04-01T00:30:00,LINE-A,M-A2,night,77.0,2.221,250.7,54.73,39,0,false,,OP-017,LOT-0028,3.599
2026-04-01T00:30:00,LINE-A,M-A3,night,78.22,0.903,272.5,54.3,43,0,false,,OP-010,LOT-0047,3.65
2026-04-01T00:30:00,LINE-B,M-B1,night,77.31,1.22,245.4,49.87,42,0,false,,OP-019,LOT-0018,3.794
2026-04-01T00:30:00,LINE-B,M-B2,night,79.36,1.656,237.5,51.45,41,0,false,,OP-012,LOT-0037,3.751
2026-04-01T00:30:00,LINE-C,M-C1,night,77.69,2.115,231.4,56.3,40,0,false,,OP-010,LOT-0027,3.729
2026-04-01T00:30:00,LINE-C,M-C2,night,78.01,1.537,249.3,51.14,43,0,false,,OP-003,LOT-0046,3.539
2026-04-01T00:30:00,LINE-D,M-D1,night,77.24,2.456,271.6,48.9,44,0,false,,OP-005,LOT-0036,3.793
2026-04-01T00:30:00,LINE-D,M-D2,night,76.6,1.713,238.9,58.45,40,0,false,,OP-023,LOT-0055,3.61
2026-04-01T00:30:00,LINE-E,M-E1,night,76.57,1.733,257.9,46.69,41,0,false,,OP-021,LOT-0045,3.816
2026-04-01T00:30:00,LINE-E,M-E2,night,77.15,1.634,246.6,48.67,46,0,false,,OP-014,LOT-0064,3.741
2026-04-01T00:30:00,LINE-E,M-E3,night,77.99,2.432,244.5,54.42,40,0,false,,OP-007,LOT-0003,3.721
2026-04-01T00:30:00,LINE-F,M-F1,night,77.67,1.626,228.5,49.83,43,1,false,,OP-016,LOT-0054,3.829
2026-04-01T00:30:00,LINE-F,M-F2,night,75.98,2.341,244.5,56.99,39,0,false,,OP-009,LOT-0073,3.841
2026-04-01T00:30:00,LINE-F,M-F3,night,76.53,1.989,257.1,49.38,42,0,false,,OP-002,LOT-0012,3.824
2026-04-01T00:35:00,LINE-A,M-A1,night,76.44,1.241,271.9,52.23,50,0,false,,OP-024,LOT-0009,4.262
2026-04-01T00:35:00,LINE-A,M-A2,night,78.25,1.074,244.9,49.24,45,0,false,,OP-017,LOT-0028,4.152
2026-04-01T00:35:00,LINE-A,M-A3,night,77.78,2.581,236.7,44.6,50,0,false,,OP-010,LOT-0047,4.157
2026-04-01T00:35:00,LINE-B,M-B1,night,76.41,1.094,232.6,47.43,48,0,false,,OP-019,LOT-0018,4.228
2026-04-01T00:35:00,LINE-B,M-B2,night,77.67,1.083,230.8,50.29,47,0,false,,OP-012,LOT-0037,4.199
2026-04-01T00:35:00,LINE-C,M-C1,night,77.32,1.92,254.9,49.75,46,0,false,,OP-010,LOT-0027,4.324
2026-04-01T00:35:00,LINE-C,M-C2,night,78.91,1.482,244.1,53.88,49,0,false,,OP-003,LOT-0046,3.958
2026-04-01T00:35:00,LINE-D,M-D1,night,75.32,1.994,264.2,50.04,50,0,false,,OP-005,LOT-0036,4.202
2026-04-01T00:35:00,LINE-D,M-D2,night,76.85,0.717,267.9,49.64,46,0,false,,OP-023,LOT-0055,4.227
2026-04-01T00:35:00,LINE-E,M-E1,night,76.7,2.043,256.8,58.75,46,0,false,,OP-021,LOT-0045,4.269
2026-04-01T00:35:00,LINE-E,M-E2,night,77.19,1.543,249.4,53.69,52,0,false,,OP-014,LOT-0064,4.168
2026-04-01T00:35:00,LINE-E,M-E3,night,78.12,1.788,235.6,45.78,47,0,false,,OP-007,LOT-0003,4.154
2026-04-01T00:35:00,LINE-F,M-F1,night,78.77,2.005,265.9,49.63,49,1,false,,OP-016,LOT-0054,4.478
2026-04-01T00:35:00,LINE-F,M-F2,night,75.92,1.751,260.7,52.59,45,0,false,,OP-009,LOT-0073,4.402
2026-04-01T00:35:00,LINE-F,M-F3,night,76.43,1.406,268.9,46.24,48,0,false,,OP-002,LOT-0012,4.3
2026-04-01T00:40:00,LINE-A,M-A1,night,75.85,0.841,247.4,50.55,56,0,false,,OP-024,LOT-0009,4.681
2026-04-01T00:40:00,LINE-A,M-A2,night,77.34,2.112,231.7,61.77,50,0,false,,OP-017,LOT-0028,4.8
2026-04-01T00:40:00,LINE-A,M-A3,night,75.8,1.543,241.1,48.3,56,0,false,,OP-010,LOT-0047,4.606
2026-04-01T00:40:00,LINE-B,M-B1,night,77.08,1.515,271.8,54.17,54,0,false,,OP-019,LOT-0018,4.864
2026-04-01T00:40:00,LINE-B,M-B2,night,76.5,2.304,271.1,50.22,53,0,false,,OP-012,LOT-0037,4.644
2026-04-01T00:40:00,LINE-C,M-C1,night,77.66,1.732,266.2,48.01,52,0,false,,OP-010,LOT-0027,4.861
2026-04-01T00:40:00,LINE-C,M-C2,night,78.34,1.865,252.2,50.84,55,0,false,,OP-003,LOT-0046,4.607
2026-04-01T00:40:00,LINE-D,M-D1,night,76.31,1.418,258.0,48.31,56,0,false,,OP-005,LOT-0036,4.85
2026-04-01T00:40:00,LINE-D,M-D2,night,76.61,1.137,249.4,49.88,52,0,false,,OP-023,LOT-0055,4.818
2026-04-01T00:40:00,LINE-E,M-E1,night,78.83,1.851,251.1,48.98,52,0,false,,OP-021,LOT-0045,4.81
2026-04-01T00:40:00,LINE-E,M-E2,night,76.19,2.082,251.7,57.44,57,0,false,,OP-014,LOT-0064,4.741
2026-04-01T00:40:00,LINE-E,M-E3,night,77.73,1.521,273.8,52.5,53,0,false,,OP-007,LOT-0003,4.592
2026-04-01T00:40:00,LINE-F,M-F1,night,79.89,1.462,217.2,50.67,55,1,false,,OP-016,LOT-0054,5.057
2026-04-01T00:40:00,LINE-F,M-F2,night,76.97,2.401,251.2,51.6,51,0,false,,OP-009,LOT-0073,4.931
2026-04-01T00:40:00,LINE-F,M-F3,night,76.4,1.046,253.1,43.16,55,0,false,,OP-002,LOT-0012,4.781
2026-04-01T00:45:00,LINE-A,M-A1,night,76.51,2.064,253.5,50.85,62,0,false,,OP-024,LOT-0009,5.134
2026-04-01T00:45:00,LINE-A,M-A2,night,75.34,1.275,239.7,55.39,55,0,false,,OP-017,LOT-0028,5.342
2026-04-01T00:45:00,LINE-A,M-A3,night,76.76,1.14,258.5,52.48,62,0,false,,OP-010,LOT-0047,5.144
2026-04-01T00:45:00,LINE-B,M-B1,night,77.62,0.925,234.6,47.4,60,0,false,,OP-019,LOT-0018,5.332
2026-04-01T00:45:00,LINE-B,M-B2,night,76.48,2.055,251.1,59.86,58,0,false,,OP-012,LOT-0037,5.167
2026-04-01T00:45:00,LINE-C,M-C1,night,77.64,1.423,254.3,47.72,58,0,false,,OP-010,LOT-0027,5.442
2026-04-01T00:45:00,LINE-C,M-C2,night,77.57,1.779,242.8,46.58,61,0,false,,OP-003,LOT-0046,5.226
2026-04-01T00:45:00,LINE-D,M-D1,night,75.74,1.136,245.8,54.2,62,0,false,,OP-005,LOT-0036,5.286
2026-04-01T00:45:00,LINE-D,M-D2,night,78.01,1.274,255.6,52.74,58,0,false,,OP-023,LOT-0055,5.409
2026-04-01T00:45:00,LINE-E,M-E1,night,77.92,1.407,274.5,54.91,57,0,false,,OP-021,LOT-0045,5.258
2026-04-01T00:45:00,LINE-E,M-E2,night,78.06,1.981,266.9,56.3,62,0,false,,OP-014,LOT-0064,5.165
2026-04-01T00:45:00,LINE-E,M-E3,night,78.17,1.206,249.9,58.2,58,0,false,,OP-007,LOT-0003,5.18
2026-04-01T00:45:00,LINE-F,M-F1,night,77.9,1.98,252.5,48.98,61,1,false,,OP-016,LOT-0054,5.654
2026-04-01T00:45:00,LINE-F,M-F2,night,78.86,1.77,270.1,46.85,57,0,false,,OP-009,LOT-0073,5.35
2026-04-01T00:45:00,LINE-F,M-F3,night,77.73,2.554,262.4,51.86,61,0,false,,OP-002,LOT-0012,5.276
2026-04-01T00:50:00,LINE-A,M-A1,night,79.05,1.561,241.2,52.12,68,0,false,,OP-024,LOT-0009,5.716
2026-04-01T00:50:00,LINE-A,M-A2,night,78.42,1.17,246.5,54.88,60,0,false,,OP-017,LOT-0028,5.84
2026-04-01T00:50:00,LINE-A,M-A3,night,78.42,1.27,232.4,51.93,68,0,false,,OP-010,LOT-0047,5.622
2026-04-01T00:50:00,LINE-B,M-B1,night,77.93,2.503,234.5,48.58,66,0,false,,OP-019,LOT-0018,5.886
2026-04-01T00:50:00,LINE-B,M-B2,night,79.41,2.392,257.0,50.88,64,0,false,,OP-012,LOT-0037,5.676
2026-04-01T00:50:00,LINE-C,M-C1,night,77.46,2.515,244.9,51.47,64,0,false,,OP-010,LOT-0027,5.965
2026-04-01T00:50:00,LINE-C,M-C2,night,74.47,1.26,276.9,54.68,66,0,false,,OP-003,LOT-0046,5.855
2026-04-01T00:50:00,LINE-D,M-D1,night,79.06,2.23,232.1,48.09,68,0,false,,OP-005,LOT-0036,5.707
2026-04-01T00:50:00,LINE-D,M-D2,night,77.1,1.523,229.7,60.91,63,0,false,,OP-023,LOT-0055,5.965
2026-04-01T00:50:00,LINE-E,M-E1,night,77.31,6.286,254.9,56.78,62,0,false,,OP-021,LOT-0045,5.852
2026-04-01T00:50:00,LINE-E,M-E2,night,75.67,1.285,232.7,49.94,68,0,false,,OP-014,LOT-0064,5.604
2026-04-01T00:50:00,LINE-E,M-E3,night,79.83,2.642,234.5,56.55,63,0,false,,OP-007,LOT-0003,5.641
2026-04-01T00:50:00,LINE-F,M-F1,night,77.35,1.976,257.8,46.82,67,1,false,,OP-016,LOT-0054,6.301
2026-04-01T00:50:00,LINE-F,M-F2,night,78.27,2.232,236.0,56.31,62,0,false,,OP-009,LOT-0073,5.805
2026-04-01T00:50:00,LINE-F,M-F3,night,78.1,1.017,255.9,51.59,67,0,false,,OP-002,LOT-0012,5.746
2026-04-01T00:55:00,LINE-A,M-A1,night,77.11,1.247,250.2,58.01,73,0,false,,OP-024,LOT-0009,6.335
2026-04-01T00:55:00,LINE-A,M-A2,night,79.73,1.554,255.5,50.23,66,0,false,,OP-017,LOT-0028,6.359
2026-04-01T00:55:00,LINE-A,M-A3,night,74.61,1.248,259.7,52.82,74,0,false,,OP-010,LOT-0047,6.178
2026-04-01T00:55:00,LINE-B,M-B1,night,76.47,1.937,237.0,51.0,72,0,false,,OP-019,LOT-0018,6.387
2026-04-01T00:55:00,LINE-B,M-B2,night,75.98,1.341,260.2,53.18,70,0,false,,OP-012,LOT-0037,6.249
2026-04-01T00:55:00,LINE-C,M-C1,night,77.81,1.368,256.4,55.82,69,0,false,,OP-010,LOT-0027,6.419
2026-04-01T00:55:00,LINE-C,M-C2,night,77.2,1.078,254.3,52.95,72,0,false,,OP-003,LOT-0046,6.38
2026-04-01T00:55:00,LINE-D,M-D1,night,80.23,1.642,251.5,52.82,74,0,false,,OP-005,LOT-0036,6.329
2026-04-01T00:55:00,LINE-D,M-D2,night,77.77,2.049,259.8,51.75,69,0,false,,OP-023,LOT-0055,6.54
2026-04-01T00:55:00,LINE-E,M-E1,night,106.55,1.977,263.2,57.4,67,0,false,,OP-021,LOT-0045,6.328
2026-04-01T00:55:00,LINE-E,M-E2,night,77.73,2.614,281.0,57.43,73,0,false,,OP-014,LOT-0064,6.159
2026-04-01T00:55:00,LINE-E,M-E3,night,76.91,1.351,261.4,47.43,69,0,false,,OP-007,LOT-0003,6.069
2026-04-01T00:55:00,LINE-F,M-F1,night,76.27,1.965,247.8,53.04,73,1,false,,OP-016,LOT-0054,6.793
2026-04-01T00:55:00,LINE-F,M-F2,night,76.17,1.314,257.4,52.66,68,0,false,,OP-009,LOT-0073,6.367
2026-04-01T00:55:00,LINE-F,M-F3,night,78.77,0.945,244.8,52.93,73,0,false,,OP-002,LOT-0012,6.191
2026-04-01T01:00:00,LINE-A,M-A1,night,78.09,1.649,248.2,48.12,79,0,false,,OP-024,LOT-0009,6.88
2026-04-01T01:00:00,LINE-A,M-A2,night,77.62,1.476,241.5,47.54,72,0,false,,OP-017,LOT-0028,6.889
2026-04-01T01:00:00,LINE-A,M-A3,night,79.21,1.721,273.1,55.52,79,0,false,,OP-010,LOT-0047,6.702
2026-04-01T01:00:00,LINE-B,M-B1,night,77.45,6.607,240.7,52.03,78,0,false,,OP-019,LOT-0018,6.85
2026-04-01T01:00:00,LINE-B,M-B2,night,77.04,2.01,255.6,47.67,76,0,false,,OP-012,LOT-0037,6.662
2026-04-01T01:00:00,LINE-C,M-C1,night,76.76,2.413,249.4,49.52,75,0,false,,OP-010,LOT-0027,6.838
2026-04-01T01:00:00,LINE-C,M-C2,night,78.16,1.772,242.1,52.91,78,0,false,,OP-003,LOT-0046,6.896
2026-04-01T01:00:00,LINE-D,M-D1,night,76.4,1.692,245.2,58.5,79,0,false,,OP-005,LOT-0036,6.787
2026-04-01T01:00:00,LINE-D,M-D2,night,79.22,1.943,235.7,45.21,76,0,false,,OP-023,LOT-0055,6.966
2026-04-01T01:00:00,LINE-E,M-E1,night,76.58,1.495,259.0,44.53,74,1,true,assembly,OP-021,LOT-0045,6.92
2026-04-01T01:00:00,LINE-E,M-E2,night,76.76,1.555,229.0,53.94,79,0,false,,OP-014,LOT-0064,6.71
2026-04-01T01:00:00,LINE-E,M-E3,night,77.24,1.496,259.7,53.07,75,0,false,,OP-007,LOT-0003,6.554
2026-04-01T01:00:00,LINE-F,M-F1,night,78.41,1.553,256.9,59.09,78,1,false,,OP-016,LOT-0054,7.231
2026-04-01T01:00:00,LINE-F,M-F2,night,78.03,1.386,239.9,47.26,74,0,false,,OP-009,LOT-0073,6.862
2026-04-01T01:00:00,LINE-F,M-F3,night,77.16,1.442,240.6,57.18,78,0,false,,OP-002,LOT-0012,6.672
2026-04-01T01:05:00,LINE-A,M-A1,night,78.3,1.283,237.5,50.99,85,0,false,,OP-024,LOT-0009,7.443
2026-04-01T01:05:00,LINE-A,M-A2,night,77.31,2.4,248.4,56.73,77,0,false,,OP-017,LOT-0028,7.475
2026-04-01T01:05:00,LINE-A,M-A3,night,77.62,1.159,249.8,52.31,85,0,false,,OP-010,LOT-0047,7.245
2026-04-01T01:05:00,LINE-B,M-B1,night,106.66,2.094,273.5,49.31,84,0,false,,OP-019,LOT-0018,7.32
2026-04-01T01:05:00,LINE-B,M-B2,night,77.2,1.628,262.3,50.46,82,0,false,,OP-012,LOT-0037,7.076
2026-04-01T01:05:00,LINE-C,M-C1,night,77.61,1.264,239.3,49.96,81,0,false,,OP-010,LOT-0027,7.394
2026-04-01T01:05:00,LINE-C,M-C2,night,77.66,2.048,240.2,53.88,84,0,false,,OP-003,LOT-0046,7.438
2026-04-01T01:05:00,LINE-D,M-D1,night,78.06,2.042,276.5,50.74,85,0,false,,OP-005,LOT-0036,7.255
2026-04-01T01:05:00,LINE-D,M-D2,night,77.06,1.46,253.9,50.98,82,0,false,,OP-023,LOT-0055,7.373
2026-04-01T01:05:00,LINE-E,M-E1,night,80.02,1.321,238.7,50.91,80,1,false,,OP-021,LOT-0045,7.329
2026-04-01T01:05:00,LINE-E,M-E2,night,79.54,1.311,255.1,51.26,85,0,false,,OP-014,LOT-0064,7.284
2026-04-01T01:05:00,LINE-E,M-E3,night,78.07,1.789,229.0,53.3,81,0,false,,OP-007,LOT-0003,7.056
2026-04-01T01:05:00,LINE-F,M-F1,night,76.9,1.487,267.2,49.81,84,1,false,,OP-016,LOT-0054,7.856
2026-04-01T01:05:00,LINE-F,M-F2,night,78.16,1.228,248.9,53.71,80,0,false,,OP-009,LOT-0073,7.495
2026-04-01T01:05:00,LINE-F,M-F3,night,76.87,1.866,249.3,62.35,83,0,false,,OP-002,LOT-0012,7.155
2026-04-01T01:10:00,LINE-A,M-A1,night,76.84,1.596,256.6,51.01,91,0,false,,OP-024,LOT-0009,7.851
2026-04-01T01:10:00,LINE-A,M-A2,night,76.43,2.343,238.7,46.95,83,0,false,,OP-017,LOT-0028,8.114
