ts,heart_rate_bpm,spo2_pct,sbp_mmhg
2026-04-15 09:34:00,76.7,97.9,118.5
2026-04-15 09:34:30,71.2,97.2,113.9
2026-04-15 09:35:00,69.6,97.5,118.3
2026-04-15 09:35:30,73.1,97.6,113.9
2026-04-15 09:36:00,73.3,97.6,113.3
2026-04-15 09:36:30,76.1,96.7,116.5
2026-04-15 09:37:00,73.8,98.1,117.5
2026-04-15 09:37:30,71.6,96.5,114.1
2026-04-15 09:38:00,74.3,97.4,116.3
2026-04-15 09:38:30,76.3,97.0,112.7
2026-04-15 09:39:00,75.9,97.4,116.3
2026-04-15 09:39:30,74.8,97.4,119.6
2026-04-15 09:40:00,108.6,97.0,118.0
2026-04-15 09:40:30,113.6,97.4,114.4
2026-04-15 09:41:00,108.5,97.6,114.6
2026-04-15 09:41:30,115.0,98.4,117.7
2026-04-15 09:42:00,112.7,97.5,119.6
2026-04-15 09:42:30,112.2,97.5,120.2
2026-04-15 09:43:00,113.4,98.4,114.4
2026-04-15 09:43:30,111.9,97.1,119.5
2026-04-15 09:44:00,112.2,97.7,115.6
2026-04-15 09:44:30,113.0,98.4,121.4
2026-04-15 09:45:00,110.5,97.6,120.0
2026-04-15 09:45:30,112.8,97.1,119.8
2026-04-15 09:46:00,113.9,97.7,118.3
2026-04-15 09:46:30,117.4,97.1,117.8
2026-04-15 09:47:00,114.9,97.8,116.2
2026-04-15 09:47:30,116.2,96.9,119.2
2026-04-15 09:48:00,113.9,97.2,121.6
2026-04-15 09:48:30,111.0,97.2,117.7
2026-04-15 09:49:00,115.9,98.1,121.2
2026-04-15 09:49:30,116.8,96.6,120.2
2026-04-15 09:50:00,112.7,97.4,120.5
2026-04-15 09:50:30,115.0,98.1,116.2
2026-04-15 09:51:00,113.7,96.9,117.1
2026-04-15 09:51:30,116.5,97.6,123.6
2026-04-15 09:52:00,116.8,97.5,118.7
2026-04-15 09:52:30,116.5,97.2,118.5
2026-04-15 09:53:00,113.3,97.5,123.6
2026-04-15 09:53:30,115.0,98.0,121.4
2026-04-15 09:54:00,114.3,98.6,125.0
2026-04-15 09:54:30,115.2,97.2,118.3
2026-04-15 09:55:00,115.4,97.4,122.6
2026-04-15 09:55:30,80.2,97.7,124.1
2026-04-15 09:56:00,80.1,97.2,120.5
2026-04-15 09:56:30,80.4,97.1,123.6
2026-04-15 09:57:00,80.4,97.5,120.8
2026-04-15 09:57:30,76.6,97.1,119.2
2026-04-15 09:58:00,79.1,97.3,120.8
2026-04-15 09:58:30,80.2,97.6,122.9
2026-04-15 09:59:00,79.6,97.9,119.7
2026-04-15 09:59:30,79.6,96.8,121.5
2026-04-15 10:00:00,79.9,97.8,124.6
2026-04-15 10:00:30,78.4,98.1,120.3
2026-04-15 10:01:00,77.5,97.5,127.6
2026-04-15 10:01:30,79.2,97.9,122.1
2026-04-15 10:02:00,80.8,97.7,121.8
2026-04-15 10:02:30,80.8,96.9,122.2
2026-04-15 10:03:00,76.6,97.1,125.1
2026-04-15 10:03:30,77.2,97.5,128.0
2026-04-15 10:04:00,74.1,98.0,122.7
2026-04-15 10:04:30,78.4,98.3,129.0
2026-04-15 10:05:00,75.7,97.0,125.2
2026-04-15 10:05:30,75.7,96.8,126.1
2026-04-15 10:06:00,74.1,98.1,126.7
2026-04-15 10:06:30,74.8,97.5,124.4
2026-04-15 10:07:00,74.3,98.7,123.1
2026-04-15 10:07:30,74.8,97.9,124.3
2026-04-15 10:08:00,73.6,97.0,127.5
2026-04-15 10:08:30,75.4,97.7,122.2
2026-04-15 10:09:00,74.8,97.6,124.6
2026-04-15 10:09:30,71.8,97.5,123.6
2026-04-15 10:10:00,73.8,97.5,124.8
2026-04-15 10:10:30,74.8,97.5,126.6
2026-04-15 10:11:00,73.9,97.9,123.7
2026-04-15 10:11:30,72.6,97.9,126.0
2026-04-15 10:12:00,74.6,97.8,124.8
2026-04-15 10:12:30,74.1,97.4,127.7
2026-04-15 10:13:00,75.4,97.9,130.4
2026-04-15 10:13:30,70.2,97.3,125.3
2026-04-15 10:14:00,71.8,97.6,125.1
2026-04-15 10:14:30,73.9,97.9,126.7
2026-04-15 10:15:00,70.7,97.7,127.3
2026-04-15 10:15:30,72.7,97.5,128.8
2026-04-15 10:16:00,71.2,97.4,127.3
2026-04-15 10:16:30,72.8,97.8,125.4
2026-04-15 10:17:00,70.0,97.0,125.1
2026-04-15 10:17:30,73.2,97.8,122.4
2026-04-15 10:18:00,72.8,97.5,123.9
2026-04-15 10:18:30,75.3,97.6,127.6
2026-04-15 10:19:00,75.9,97.3,125.2
2026-04-15 10:19:30,74.4,97.0,126.1
2026-04-15 10:20:00,72.3,97.9,126.7
2026-04-15 10:20:30,70.9,97.9,127.6
2026-04-15 10:21:00,70.8,97.2,124.8
2026-04-15 10:21:30,70.8,97.9,125.2
2026-04-15 10:22:00,72.2,97.1,125.0
2026-04-15 10:22:30,75.0,97.8,122.5
2026-04-15 10:23:00,71.4,97.8,124.7
2026-04-15 10:23:30,72.3,97.2,123.0
2026-04-15 10:24:00,73.4,97.3,127.9
2026-04-15 10:24:30,73.4,97.1,126.9
2026-04-15 10:25:00,75.7,97.2,122.1
2026-04-15 10:25:30,73.1,97.0,128.7
2026-04-15 10:26:00,72.0,97.4,128.3
2026-04-15 10:26:30,75.6,97.3,123.7
2026-04-15 10:27:00,74.3,97.4,128.1
2026-04-15 10:27:30,74.5,97.0,127.0
2026-04-15 10:28:00,76.6,97.4,126.5
2026-04-15 10:28:30,75.3,97.0,124.7
2026-04-15 10:29:00,73.8,97.2,122.9
2026-04-15 10:29:30,76.2,97.6,122.0
2026-04-15 10:30:00,74.6,97.5,125.5
2026-04-15 10:30:30,76.4,96.6,127.0
2026-04-15 10:31:00,79.2,98.1,125.4
2026-04-15 10:31:30,77.8,97.2,124.6
2026-04-15 10:32:00,75.3,97.5,121.2
2026-04-15 10:32:30,78.1,97.4,125.5
2026-04-15 10:33:00,77.7,97.3,125.5
2026-04-15 10:33:30,75.9,97.4,122.6
2026-04-15 10:34:00,79.0,97.5,124.1
2026-04-15 10:34:30,78.9,96.6,121.5
2026-04-15 10:35:00,78.5,97.9,124.4
2026-04-15 10:35:30,80.5,97.4,123.3
2026-04-15 10:36:00,78.0,97.3,121.3
2026-04-15 10:36:30,78.1,97.4,121.5
2026-04-15 10:37:00,79.1,96.8,123.5
2026-04-15 10:37:30,79.5,97.7,121.6
2026-04-15 10:38:00,78.6,97.9,122.0
2026-04-15 10:38:30,82.5,96.9,121.7
2026-04-15 10:39:00,77.9,97.2,120.4
2026-04-15 10:39:30,79.0,97.8,119.6
2026-04-15 10:40:00,80.7,96.9,120.9
2026-04-15 10:40:30,81.9,97.7,122.1
2026-04-15 10:41:00,80.9,97.7,122.6
2026-04-15 10:41:30,82.1,97.1,121.1
2026-04-15 10:42:00,80.9,97.8,122.1
2026-04-15 10:42:30,82.0,97.3,118.2
2026-04-15 10:43:00,81.9,97.5,119.6
2026-04-15 10:43:30,80.0,97.3,122.5
2026-04-15 10:44:00,81.3,97.6,121.4
2026-04-15 10:44:30,79.9,97.9,115.4
2026-04-15 10:45:00,78.1,97.5,119.2
2026-04-15 10:45:30,78.3,97.7,117.9
2026-04-15 10:46:00,79.9,97.5,119.8
2026-04-15 10:46:30,78.3,97.4,121.9
2026-04-15 10:47:00,80.2,97.9,119.2
2026-04-15 10:47:30,76.7,97.3,118.8
2026-04-15 10:48:00,81.0,98.0,119.8
2026-04-15 10:48:30,77.6,97.6,118.3
2026-04-15 10:49:00,78.4,97.0,119.6
2026-04-15 10:49:30,78.5,97.8,115.6
2026-04-15 10:50:00,76.7,99.0,116.5
2026-04-15 10:50:30,78.6,97.7,116.2
2026-04-15 10:51:00,80.5,97.5,118.3
2026-04-15 10:51:30,80.4,97.2,116.8
2026-04-15 10:52:00,77.0,97.0,118.2
2026-04-15 10:52:30,77.9,97.6,118.8
2026-04-15 10:53:00,78.3,97.6,116.9
2026-04-15 10:53:30,78.6,97.2,120.0
2026-04-15 10:54:00,76.2,97.8,120.7
2026-04-15 10:54:30,72.9,97.4,116.1
2026-04-15 10:55:00,78.6,97.3,122.2
2026-04-15 10:55:30,73.5,97.6,115.8
2026-04-15 10:56:00,76.3,97.3,115.6
2026-04-15 10:56:30,72.5,97.5,113.3
2026-04-15 10:57:00,73.0,97.5,116.0
2026-04-15 10:57:30,76.3,97.0,116.9
2026-04-15 10:58:00,75.0,97.4,114.3
2026-04-15 10:58:30,74.2,97.9,115.1
2026-04-15 10:59:00,75.3,97.4,119.1
2026-04-15 10:59:30,73.9,97.4,112.4
2026-04-15 11:00:00,71.5,97.7,115.0
2026-04-15 11:00:30,73.9,97.2,115.1
2026-04-15 11:01:00,72.3,97.6,114.8
2026-04-15 11:01:30,75.9,97.2,117.4
2026-04-15 11:02:00,71.3,97.3,113.4
2026-04-15 11:02:30,74.7,97.7,115.2
2026-04-15 11:03:00,73.0,97.1,117.7
2026-04-15 11:03:30,74.6,97.5,114.8
2026-04-15 11:04:00,73.4,97.4,114.3
2026-04-15 11:04:30,71.5,97.4,113.7
2026-04-15 11:05:00,73.3,97.4,113.7
2026-04-15 11:05:30,71.2,96.9,117.6
2026-04-15 11:06:00,72.8,97.8,113.3
2026-04-15 11:06:30,74.2,97.6,117.3
2026-04-15 11:07:00,72.0,97.5,113.2
2026-04-15 11:07:30,72.1,97.6,117.2
2026-04-15 11:08:00,74.3,97.5,116.6
2026-04-15 11:08:30,68.0,97.3,114.7
2026-04-15 11:09:00,73.4,97.7,114.0
2026-04-15 11:09:30,71.4,97.2,117.9
2026-04-15 11:10:00,73.9,98.0,114.1
2026-04-15 11:10:30,71.5,97.7,114.0
2026-04-15 11:11:00,72.2,97.5,112.8
2026-04-15 11:11:30,71.2,97.4,111.2
2026-04-15 11:12:00,73.5,97.8,112.5
2026-04-15 11:12:30,70.0,97.7,114.5
2026-04-15 11:13:00,72.9,97.0,110.2
2026-04-15 11:13:30,75.7,97.4,115.0
2026-04-15 11:14:00,73.2,97.7,111.5
2026-04-15 11:14:30,72.8,97.0,111.9
2026-04-15 11:15:00,72.6,96.8,113.1
2026-04-15 11:15:30,72.8,97.0,113.8
2026-04-15 11:16:00,74.1,97.2,118.1
2026-04-15 11:16:30,75.4,97.9,113.5
2026-04-15 11:17:00,75.9,97.8,112.2
2026-04-15 11:17:30,73.7,98.7,113.4
2026-04-15 11:18:00,75.7,97.4,116.0
2026-04-15 11:18:30,73.8,97.1,116.6
2026-04-15 11:19:00,75.8,96.5,114.5
2026-04-15 11:19:30,75.5,97.8,115.1
2026-04-15 11:20:00,76.5,97.5,115.1
2026-04-15 11:20:30,74.5,97.2,112.9
2026-04-15 11:21:00,74.5,97.8,116.8
2026-04-15 11:21:30,77.7,97.3,113.7
2026-04-15 11:22:00,76.3,97.9,115.9
2026-04-15 11:22:30,79.8,97.1,114.5
2026-04-15 11:23:00,75.6,96.9,114.7
2026-04-15 11:23:30,77.2,97.3,112.1
2026-04-15 11:24:00,78.2,97.4,117.1
2026-04-15 11:24:30,79.0,97.0,116.1
2026-04-15 11:25:00,77.5,98.1,115.4
2026-04-15 11:25:30,77.8,97.3,112.6
2026-04-15 11:26:00,80.6,98.3,112.2
2026-04-15 11:26:30,78.5,97.5,114.6
2026-04-15 11:27:00,80.9,98.0,115.5
2026-04-15 11:27:30,82.3,97.5,115.6
2026-04-15 11:28:00,79.8,97.2,119.1
2026-04-15 11:28:30,80.4,97.4,116.0
2026-04-15 11:29:00,78.3,97.6,113.9
2026-04-15 11:29:30,79.7,97.3,117.7
2026-04-15 11:30:00,81.4,97.8,116.5
2026-04-15 11:30:30,78.8,97.4,116.9
2026-04-15 11:31:00,80.7,97.3,115.1
2026-04-15 11:31:30,80.2,98.0,120.9
2026-04-15 11:32:00,81.2,97.1,120.2
2026-04-15 11:32:30,78.7,97.2,118.4
2026-04-15 11:33:00,77.9,97.8,117.6
2026-04-15 11:33:30,80.6,97.2,119.5
2026-04-15 11:34:00,80.7,97.4,119.9
2026-04-15 11:34:30,75.9,97.6,117.9
2026-04-15 11:35:00,78.6,97.6,119.3
2026-04-15 11:35:30,78.6,97.5,118.4
2026-04-15 11:36:00,80.2,98.0,117.7
2026-04-15 11:36:30,81.5,97.0,119.4
2026-04-15 11:37:00,76.8,97.5,120.4
2026-04-15 11:37:30,82.3,97.5,117.6
2026-04-15 11:38:00,80.6,97.5,119.5
2026-04-15 11:38:30,80.3,97.9,116.0
2026-04-15 11:39:00,78.8,97.5,117.5
2026-04-15 11:39:30,76.1,97.5,118.9
2026-04-15 11:40:00,77.3,97.4,119.3
2026-04-15 11:40:30,78.2,98.1,120.1
2026-04-15 11:41:00,80.7,98.0,122.3
2026-04-15 11:41:30,76.6,97.4,118.7
2026-04-15 11:42:00,78.1,97.5,121.6
2026-04-15 11:42:30,77.7,97.6,120.1
2026-04-15 11:43:00,75.5,97.3,122.5
2026-04-15 11:43:30,76.5,97.5,122.9
2026-04-15 11:44:00,77.2,96.9,121.2
2026-04-15 11:44:30,74.9,97.5,122.3
2026-04-15 11:45:00,76.8,98.2,120.7
2026-04-15 11:45:30,75.3,97.7,123.8
2026-04-15 11:46:00,74.0,97.8,123.3
2026-04-15 11:46:30,75.0,97.4,123.6
2026-04-15 11:47:00,75.6,97.7,120.9
2026-04-15 11:47:30,72.2,97.5,122.0
2026-04-15 11:48:00,75.2,97.2,123.9
2026-04-15 11:48:30,74.9,97.2,124.7
2026-04-15 11:49:00,73.6,97.2,123.5
2026-04-15 11:49:30,73.8,97.1,124.3
2026-04-15 11:50:00,73.6,97.2,119.7
2026-04-15 11:50:30,74.1,97.5,123.6
2026-04-15 11:51:00,75.3,96.5,126.1
2026-04-15 11:51:30,75.1,97.1,125.7
2026-04-15 11:52:00,71.7,97.1,123.6
2026-04-15 11:52:30,75.5,97.6,124.0
2026-04-15 11:53:00,74.0,97.3,127.1
2026-04-15 11:53:30,74.9,97.7,122.6
2026-04-15 11:54:00,74.0,97.6,125.6
2026-04-15 11:54:30,74.0,97.7,122.6
2026-04-15 11:55:00,74.4,97.6,125.2
2026-04-15 11:55:30,73.0,97.6,126.1
2026-04-15 11:56:00,72.4,97.4,123.7
2026-04-15 11:56:30,71.3,97.4,126.8
2026-04-15 11:57:00,71.5,97.5,124.8
2026-04-15 11:57:30,72.8,97.8,129.0
2026-04-15 11:58:00,69.9,97.4,126.3
2026-04-15 11:58:30,69.5,98.2,125.0
2026-04-15 11:59:00,70.9,97.9,120.9
2026-04-15 11:59:30,72.4,97.1,125.4
2026-04-15 12:00:00,90.8,92.8,126.3
2026-04-15 12:00:30,93.4,92.5,124.8
2026-04-15 12:01:00,92.2,92.5,126.4
2026-04-15 12:01:30,84.6,92.7,125.5
2026-04-15 12:02:00,90.0,92.2,127.5
2026-04-15 12:02:30,87.7,93.8,128.1
2026-04-15 12:03:00,91.5,93.3,126.4
2026-04-15 12:03:30,89.7,92.9,122.6
2026-04-15 12:04:00,92.2,93.0,127.0
2026-04-15 12:04:30,89.3,92.6,125.7
2026-04-15 12:05:00,90.5,91.6,123.6
2026-04-15 12:05:30,91.1,93.0,131.5
2026-04-15 12:06:00,93.4,92.2,125.1
2026-04-15 12:06:30,93.9,92.7,126.8
2026-04-15 12:07:00,92.9,93.0,130.5
2026-04-15 12:07:30,92.8,92.6,127.0
2026-04-15 12:08:00,92.3,91.6,127.0
2026-04-15 12:08:30,92.2,93.0,126.4
2026-04-15 12:09:00,95.7,92.2,128.2
2026-04-15 12:09:30,91.3,92.9,125.5
2026-04-15 12:10:00,95.4,92.4,127.3
2026-04-15 12:10:30,95.0,92.7,126.8
2026-04-15 12:11:00,97.0,92.3,128.7
2026-04-15 12:11:30,94.2,93.0,130.5
2026-04-15 12:12:00,93.8,91.6,126.1
2026-04-15 12:12:30,94.2,92.3,125.1
2026-04-15 12:13:00,94.7,93.1,128.0
2026-04-15 12:13:30,97.4,93.4,124.1
2026-04-15 12:14:00,92.2,93.3,126.1
2026-04-15 12:14:30,96.1,91.8,122.8
2026-04-15 12:15:00,97.4,92.4,121.2
2026-04-15 12:15:30,77.1,97.9,127.9
2026-04-15 12:16:00,79.1,98.6,127.4
2026-04-15 12:16:30,81.6,98.0,126.9
2026-04-15 12:17:00,77.1,96.9,123.7
2026-04-15 12:17:30,79.6,97.5,125.8
2026-04-15 12:18:00,79.3,97.7,126.9
2026-04-15 12:18:30,79.5,97.4,119.6
2026-04-15 12:19:00,80.9,97.2,122.9
2026-04-15 12:19:30,81.0,97.9,126.0
2026-04-15 12:20:00,81.2,97.1,124.1
2026-04-15 12:20:30,79.0,98.2,126.1
2026-04-15 12:21:00,79.6,97.8,125.1
2026-04-15 12:21:30,79.8,97.7,125.9
2026-04-15 12:22:00,79.8,97.0,124.8
2026-04-15 12:22:30,79.6,97.0,122.4
2026-04-15 12:23:00,79.6,97.5,124.9
2026-04-15 12:23:30,79.6,97.7,122.9
2026-04-15 12:24:00,80.7,97.7,124.7
2026-04-15 12:24:30,82.0,97.4,120.2
2026-04-15 12:25:00,79.7,97.8,123.3
2026-04-15 12:25:30,80.2,96.8,121.4
2026-04-15 12:26:00,80.4,97.8,121.4
2026-04-15 12:26:30,80.1,97.2,120.5
2026-04-15 12:27:00,79.5,97.6,123.4
2026-04-15 12:27:30,80.3,98.2,124.4
2026-04-15 12:28:00,78.5,97.9,119.4
2026-04-15 12:28:30,79.1,97.9,123.5
2026-04-15 12:29:00,80.0,98.3,120.5
2026-04-15 12:29:30,79.7,97.5,124.1
2026-04-15 12:30:00,78.5,97.8,124.8
2026-04-15 12:30:30,79.1,97.4,120.8
2026-04-15 12:31:00,76.9,97.9,124.0
2026-04-15 12:31:30,77.3,96.8,119.9
2026-04-15 12:32:00,78.1,97.1,117.1
2026-04-15 12:32:30,76.6,96.7,121.5
2026-04-15 12:33:00,76.4,97.5,123.3
2026-04-15 12:33:30,75.4,96.6,120.5
2026-04-15 12:34:00,77.2,96.9,119.6
2026-04-15 12:34:30,75.7,97.5,118.9
2026-04-15 12:35:00,80.0,97.4,120.4
2026-04-15 12:35:30,75.0,96.4,122.6
2026-04-15 12:36:00,70.8,98.0,117.0
2026-04-15 12:36:30,73.2,97.5,123.9
2026-04-15 12:37:00,75.5,97.4,117.8
2026-04-15 12:37:30,75.7,97.4,120.6
2026-04-15 12:38:00,71.6,97.7,119.6
