date,close,return_pct
2025-03-20,186.89,-1.5362
2025-03-21,188.5,0.8607
2025-03-24,189.88,0.7293
2025-03-25,189.71,-0.0885
2025-03-26,190.51,0.4258
2025-03-27,186.74,-1.9835
2025-03-28,188.89,1.1553
2025-03-31,187.82,-0.5675
2025-04-01,188.21,0.2078
2025-04-02,191.02,1.49
2025-04-03,189.21,-0.9435
2025-04-04,192.23,1.5964
2025-04-07,192.62,0.2013
2025-04-08,192.77,0.0766
2025-04-09,194.24,0.7629
2025-04-10,191.17,-1.5811
2025-04-11,192.72,0.8123
2025-04-14,192.95,0.12
2025-04-15,195.63,1.3872
2025-04-16,195.16,-0.2418
2025-04-17,194.31,-0.4323
2025-04-18,195.32,0.5205
2025-04-21,195.25,-0.0372
2025-04-22,192.35,-1.4862
2025-04-23,191.94,-0.2121
2025-04-24,195.18,1.6879
2025-04-25,195.02,-0.081
2025-04-28,192.89,-1.0916
2025-04-29,194.77,0.9707
2025-04-30,190.15,-2.3695
2025-05-01,184.99,-2.7163
2025-05-02,185.05,0.0346
2025-05-05,185.56,0.2752
2025-05-06,186.17,0.3265
2025-05-07,184.08,-1.1206
2025-05-08,183.79,-0.1556
2025-05-09,180.52,-1.7784
2025-05-12,181.11,0.3254
2025-05-13,177.38,-2.0599
2025-05-14,177.11,-0.154
2025-05-15,177.78,0.3801
2025-05-16,173.79,-2.2436
2025-05-19,172.68,-0.6393
